ym,0-14,15-64,65
201404,3526,22598,4381
201405,3515,22601,4381
201406,3515,22598,4374
201407,3503,22596,4385
201408,3491,22578,4382
201409,3491,22550,4402
201410,3467,22516,4438
201411,3456,22491,4445
201412,3443,22495,4459
201501,3428,22460,4476
201502,3406,22470,4490
201503,3381,22453,4479
201504,3378,22415,4478
201505,3375,22420,4487
201506,3353,22429,4477
201507,3335,22422,4482
201508,3308,22435,4486
201509,3278,22449,4496
201510,3256,22413,4523
201511,3225,22392,4546
201512,3208,22356,4560
201601,3184,22323,4567
201602,3183,22281,4583
201603,3152,22283,4592
201604,3146,22264,4602
201605,3132,22263,4606
201606,3136,22274,4609
201607,3125,22265,4628
201608,3114,22259,4636
201609,3131,22230,4645
201610,3120,22209,4662
201611,3099,22204,4672
201612,3075,22201,4684
201701,3059,22210,4701
201702,3032,22177,4716
201703,3002,22170,4731
201704,2992,22140,4746
201705,2980,22144,4752
201706,2967,22126,4763
201707,2965,22150,4773
201708,2971,22168,4773
201709,2961,22162,4794
201710,2959,22156,4808
201711,2971,22155,4826
201712,2953,22135,4834
201801,2937,22102,4836
201802,2937,22077,4864
201803,2936,22082,4883
201804,2911,22050,4883
201805,2896,22046,4881
201806,2901,22002,4904
201807,2886,21998,4919
201808,2881,21977,4938
201809,2877,21960,4958
201810,2866,21961,4982
201811,2852,21941,5001
201812,2843,21961,5016
201901,2825,21942,5028
201902,2819,21915,5054
201903,2807,21885,5061
201904,2792,21911,5060
201905,2778,21928,5074
201906,2763,21962,5082
201907,2762,21924,5094
201908,2756,21905,5099
201909,2762,21861,5122
201910,2778,21831,5137
201911,2765,21766,5165
201912,2770,21739,5177
202001,2764,21711,5198
202002,2755,21677,5211
202003,2745,21700,5225
202004,2752,21678,5254
202005,2727,21641,5269
202006,2726,21598,5293
202007,2718,21560,5307
202008,2705,21523,5321
202009,2696,21488,5339
202010,2689,21441,5373
202011,2674,21428,5396
202012,2675,21397,5421
202101,2665,21365,5437
202102,2658,21313,5449
202103,2649,21276,5466
202104,2628,21247,5478
202105,2607,21225,5491
202106,2622,21221,5497
202107,2621,21186,5505
202108,2631,21166,5533
202109,2629,21122,5561
202110,2612,21087,5580
202111,2599,21063,5596
202112,2583,21040,5621
202201,2580,21020,5646
202202,2561,20947,5692
202203,2550,20884,5708
202204,2525,20820,5725
202205,2522,20787,5724
202206,2502,20767,5729
202207,2494,20745,5746
202208,2480,20722,5765
