ym,0-14,15-64,65
201404,743,3374,278
201405,739,3372,277
201406,737,3334,269
201407,733,3321,263
201408,730,3297,262
201409,724,3300,265
201410,725,3297,268
201411,728,3300,270
201412,723,3303,270
201501,713,3296,269
201502,710,3294,272
201503,712,3292,273
201504,705,3287,272
201505,694,3290,269
201506,690,3282,272
201507,692,3280,271
201508,681,3278,269
201509,686,3271,273
201510,686,3262,277
201511,688,3269,280
201512,689,3269,281
201601,683,3269,280
201602,681,3267,279
201603,686,3259,276
201604,683,3257,278
201605,678,3258,281
201606,675,3266,283
201607,668,3257,285
201608,672,3256,286
201609,675,3257,286
201610,668,3263,287
201611,667,3262,285
201612,669,3266,285
201701,670,3263,290
201702,677,3272,291
201703,666,3274,289
201704,663,3281,290
201705,662,3279,294
201706,663,3271,299
201707,665,3267,302
201708,660,3265,301
201709,665,3273,300
201710,664,3274,304
201711,665,3270,308
201712,665,3268,313
201801,666,3280,311
201802,674,3295,314
201803,673,3311,318
201804,680,3326,320
201805,676,3330,320
201806,673,3324,320
201807,673,3327,320
201808,674,3322,318
201809,674,3322,314
201810,672,3319,319
201811,680,3316,319
201812,684,3311,316
201901,687,3304,317
201902,692,3306,314
201903,688,3304,313
201904,685,3298,317
201905,678,3299,315
201906,678,3288,315
201907,669,3285,314
201908,665,3278,315
201909,672,3280,316
201910,668,3281,320
201911,662,3273,324
201912,659,3276,326
202001,655,3272,329
202002,646,3261,332
202003,643,3257,333
202004,637,3255,336
202005,639,3243,342
202006,638,3232,345
202007,634,3233,346
202008,640,3239,346
202009,638,3242,346
202010,636,3242,347
202011,636,3238,349
202012,641,3233,349
202101,645,3227,350
202102,645,3219,354
202103,625,3215,356
202104,624,3210,360
202105,628,3200,364
202106,631,3191,370
202107,636,3196,373
202108,634,3196,371
202109,636,3191,375
202110,631,3190,377
202111,626,3188,379
202112,625,3184,384
202201,624,3188,387
202202,620,3196,385
202203,622,3212,386
202204,621,3219,388
202205,617,3235,392
202206,614,3246,392
202207,613,3252,392
202208,608,3248,393
