ym,0-14,15-64,65
201404,3892,22065,3719
201405,3874,22067,3713
201406,3856,22059,3702
201407,3847,22054,3705
201408,3827,22055,3715
201409,3815,22019,3726
201410,3782,22039,3728
201411,3773,22036,3749
201412,3757,22054,3755
201501,3736,22055,3764
201502,3711,22055,3768
201503,3700,22033,3775
201504,3681,22009,3805
201505,3637,22014,3805
201506,3634,21988,3806
201507,3618,21954,3805
201508,3595,21951,3822
201509,3582,21955,3829
201510,3571,21956,3839
201511,3570,21930,3853
201512,3534,21914,3871
201601,3525,21878,3894
201602,3508,21842,3921
201603,3515,21811,3920
201604,3517,21802,3936
201605,3507,21772,3948
201606,3496,21749,3956
201607,3483,21729,3959
201608,3481,21699,3974
201609,3479,21675,3991
201610,3467,21651,4007
201611,3460,21617,4033
201612,3447,21605,4041
201701,3426,21579,4059
201702,3423,21545,4077
201703,3397,21546,4099
201704,3381,21518,4118
201705,3380,21491,4125
201706,3374,21470,4127
201707,3371,21455,4141
201708,3356,21436,4157
201709,3357,21400,4177
201710,3341,21378,4185
201711,3332,21353,4183
201712,3320,21327,4197
201801,3312,21300,4208
201802,3308,21271,4222
201803,3299,21225,4243
201804,3285,21214,4251
201805,3275,21219,4252
201806,3271,21204,4261
201807,3248,21188,4282
201808,3250,21152,4303
201809,3234,21112,4316
201810,3241,21096,4339
201811,3226,21064,4368
201812,3226,21050,4382
201901,3220,21044,4397
201902,3199,21014,4413
201903,3184,20989,4433
201904,3186,20968,4445
201905,3191,20953,4455
201906,3195,20914,4472
201907,3180,20886,4483
201908,3166,20878,4502
201909,3160,20845,4510
201910,3169,20810,4527
201911,3158,20797,4534
201912,3157,20775,4557
202001,3166,20759,4583
202002,3156,20716,4610
202003,3153,20692,4628
202004,3144,20649,4654
202005,3144,20630,4674
202006,3151,20582,4685
202007,3142,20563,4688
202008,3134,20535,4695
202009,3117,20517,4714
202010,3116,20500,4740
202011,3112,20488,4752
202012,3096,20461,4774
202101,3095,20440,4791
202102,3076,20400,4814
202103,3064,20379,4834
202104,3061,20339,4845
202105,3071,20309,4855
202106,3066,20282,4859
202107,3061,20247,4862
202108,3054,20206,4897
202109,3048,20153,4915
202110,3042,20109,4921
202111,3025,20091,4929
202112,3016,20061,4934
202201,3027,20024,4954
202202,3018,19969,4972
202203,2991,19878,4984
202204,2990,19827,4999
202205,2978,19804,5004
202206,2966,19778,4992
202207,2969,19761,5006
202208,2958,19706,5021
