ym,0-14,15-64,65
201404,20099,100045,14967
201405,20154,100011,14996
201406,20115,100063,15029
201407,20133,100096,15059
201408,20134,100095,15153
201409,20146,100111,15267
201410,20173,100063,15327
201411,20154,100027,15411
201412,20168,99998,15501
201501,20155,100004,15600
201502,20146,100102,15662
201503,20166,100139,15743
201504,20151,100046,15820
201505,20123,100027,15871
201506,20133,100087,15932
201507,20129,100217,15984
201508,20149,100179,16060
201509,20138,100165,16139
201510,20146,100096,16295
201511,20132,100047,16415
201512,20134,100017,16514
201601,20076,99979,16624
201602,20094,99958,16722
201603,20122,99880,16793
201604,20130,99877,16881
201605,20151,99892,16952
201606,20187,99910,17013
201607,20248,99958,17108
201608,20298,100058,17201
201609,20306,100064,17340
201610,20374,100030,17460
201611,20401,99948,17625
201612,20456,99905,17738
201701,20451,99819,17852
201702,20492,99781,17941
201703,20520,99701,18063
201704,20511,99701,18182
201705,20502,99681,18258
201706,20466,99695,18289
201707,20470,99722,18345
201708,20500,99838,18426
201709,20518,99792,18518
201710,20527,99727,18635
201711,20519,99739,18756
201712,20569,99835,18855
201801,20574,99758,18980
201802,20619,99730,19067
201803,20721,99706,19155
201804,20733,99641,19239
201805,20748,99597,19274
201806,20777,99571,19345
201807,20798,99511,19447
201808,20795,99389,19544
201809,20806,99326,19658
201810,20802,99303,19789
201811,20826,99295,19914
201812,20839,99233,20061
201901,20833,99146,20232
201902,20786,99136,20329
201903,20815,99048,20434
201904,20816,99012,20520
201905,20843,98950,20590
201906,20898,98978,20647
201907,20955,98991,20725
201908,21006,99017,20813
201909,20996,99072,20909
201910,20991,98959,21033
201911,21018,98881,21165
201912,20984,98828,21243
202001,20938,98850,21420
202002,20960,98750,21538
202003,20917,98658,21624
202004,20949,98647,21706
202005,20963,98605,21799
202006,21004,98593,21865
202007,20969,98450,21959
202008,20997,98401,22059
202009,20984,98330,22166
202010,20970,98229,22309
202011,20956,98087,22416
202012,20963,98020,22505
202101,20949,97906,22629
202102,20942,97837,22698
202103,20915,97684,22787
202104,20897,97575,22864
202105,20888,97457,22922
202106,20906,97417,22951
202107,20865,97214,23022
202108,20819,96896,23136
202109,20801,96722,23225
202110,20757,96545,23306
202111,20736,96393,23389
202112,20746,96210,23454
202201,20731,95957,23525
202202,20639,95735,23663
202203,20572,95354,23651
202204,20487,94899,23582
202205,20432,94779,23645
202206,20421,94752,23659
202207,20388,94762,23757
202208,20369,94700,23856
