ym,0-14,15-64,65
201404,1189,8859,2464
201405,1181,8892,2458
201406,1186,8943,2466
201407,1189,8947,2469
201408,1194,8946,2477
201409,1183,8951,2480
201410,1185,8941,2474
201411,1175,8935,2469
201412,1162,8905,2464
201501,1158,8893,2469
201502,1150,8885,2474
201503,1149,8864,2480
201504,1127,8839,2487
201505,1130,8839,2490
201506,1114,8832,2491
201507,1110,8827,2491
201508,1097,8829,2499
201509,1100,8821,2501
201510,1100,8807,2501
201511,1101,8793,2513
201512,1092,8774,2517
201601,1092,8773,2517
201602,1082,8754,2527
201603,1073,8746,2545
201604,1070,8729,2546
201605,1061,8716,2538
201606,1064,8708,2538
201607,1059,8700,2546
201608,1056,8681,2555
201609,1053,8649,2572
201610,1042,8621,2591
201611,1043,8588,2588
201612,1040,8575,2586
201701,1040,8546,2598
201702,1022,8534,2601
201703,1029,8527,2600
201704,1023,8516,2605
201705,1018,8514,2602
201706,1013,8510,2600
201707,999,8504,2595
201708,999,8496,2600
201709,990,8483,2607
201710,990,8474,2611
201711,986,8452,2628
201712,973,8439,2626
201801,952,8403,2630
201802,939,8403,2631
201803,927,8396,2638
201804,916,8380,2640
201805,904,8373,2641
201806,893,8359,2640
201807,880,8333,2649
201808,876,8320,2650
201809,884,8304,2655
201810,877,8295,2656
201811,879,8285,2654
201812,873,8265,2657
201901,867,8250,2656
201902,855,8213,2656
201903,855,8208,2661
201904,856,8205,2663
201905,857,8204,2664
201906,852,8193,2667
201907,852,8191,2668
201908,861,8182,2681
201909,871,8158,2692
201910,867,8149,2701
201911,862,8128,2714
201912,847,8114,2720
202001,848,8093,2721
202002,866,8073,2734
202003,855,8036,2748
202004,842,8024,2752
202005,845,8010,2758
202006,834,7996,2761
202007,839,7972,2768
202008,831,7961,2767
202009,838,7938,2779
202010,840,7921,2792
202011,841,7911,2800
202012,845,7887,2809
202101,835,7863,2820
202102,827,7841,2819
202103,821,7818,2822
202104,812,7789,2824
202105,813,7774,2818
202106,812,7754,2828
202107,807,7725,2833
202108,800,7710,2838
202109,797,7693,2840
202110,791,7693,2845
202111,789,7678,2846
202112,781,7668,2839
202201,771,7633,2845
202202,782,7623,2845
202203,774,7596,2845
202204,771,7588,2840
202205,761,7582,2841
202206,759,7575,2835
202207,759,7562,2828
202208,761,7560,2825
