ym,0-14,15-64,65
201404,1738,10786,1559
201405,1726,10798,1562
201406,1731,10818,1559
201407,1728,10834,1565
201408,1726,10844,1571
201409,1732,10828,1589
201410,1728,10840,1593
201411,1726,10824,1599
201412,1726,10827,1595
201501,1708,10805,1598
201502,1701,10809,1598
201503,1679,10794,1611
201504,1683,10788,1619
201505,1688,10788,1624
201506,1702,10770,1633
201507,1704,10776,1629
201508,1704,10788,1634
201509,1712,10772,1635
201510,1723,10763,1648
201511,1720,10770,1659
201512,1721,10773,1658
201601,1707,10737,1674
201602,1701,10737,1678
201603,1690,10720,1676
201604,1678,10713,1683
201605,1676,10715,1686
201606,1679,10684,1690
201607,1682,10673,1696
201608,1679,10661,1705
201609,1671,10647,1714
201610,1656,10638,1739
201611,1657,10641,1745
201612,1646,10638,1755
201701,1641,10636,1754
201702,1617,10631,1758
201703,1590,10620,1763
201704,1597,10619,1770
201705,1591,10621,1767
201706,1601,10612,1770
201707,1602,10606,1774
201708,1601,10601,1778
201709,1601,10604,1783
201710,1596,10590,1796
201711,1593,10590,1801
201712,1587,10589,1804
201801,1564,10579,1817
201802,1554,10560,1830
201803,1521,10555,1839
201804,1518,10557,1841
201805,1505,10563,1842
201806,1514,10551,1857
201807,1507,10538,1882
201808,1498,10522,1882
201809,1500,10505,1894
201810,1493,10498,1897
201811,1506,10491,1909
201812,1502,10489,1918
201901,1491,10487,1923
201902,1486,10479,1931
201903,1463,10461,1938
201904,1468,10440,1944
201905,1466,10443,1951
201906,1461,10427,1966
201907,1452,10412,1963
201908,1437,10405,1966
201909,1451,10402,1963
201910,1450,10393,1965
201911,1442,10373,1983
201912,1429,10360,1997
202001,1414,10345,2007
202002,1387,10317,2012
202003,1367,10322,2021
202004,1378,10311,2029
202005,1370,10323,2029
202006,1378,10320,2041
202007,1371,10316,2044
202008,1374,10310,2052
202009,1371,10301,2047
202010,1355,10305,2053
202011,1356,10303,2063
202012,1341,10286,2078
202101,1315,10269,2081
202102,1304,10253,2096
202103,1308,10245,2101
202104,1298,10222,2109
202105,1296,10200,2108
202106,1303,10200,2122
202107,1302,10181,2126
202108,1307,10164,2138
202109,1303,10140,2143
202110,1304,10135,2151
202111,1294,10141,2155
202112,1302,10151,2165
202201,1313,10133,2178
202202,1319,10128,2194
202203,1299,10142,2206
202204,1295,10143,2208
202205,1290,10166,2213
202206,1297,10173,2224
202207,1303,10169,2237
202208,1308,10162,2249
