ym,0-14,15-64,65
201404,3943,26664,3588
201405,3912,26674,3595
201406,3912,26693,3594
201407,3902,26746,3603
201408,3891,26767,3641
201409,3903,26780,3650
201410,3921,26789,3662
201411,3922,26802,3675
201412,3945,26824,3686
201501,3912,26833,3704
201502,3907,26834,3711
201503,3893,26830,3725
201504,3895,26814,3749
201505,3893,26799,3764
201506,3882,26814,3777
201507,3883,26838,3795
201508,3861,26841,3823
201509,3840,26845,3852
201510,3821,26851,3864
201511,3809,26844,3904
201512,3799,26828,3939
201601,3796,26827,3962
201602,3794,26787,3989
201603,3812,26788,4013
201604,3789,26795,4029
201605,3781,26772,4046
201606,3767,26775,4068
201607,3761,26750,4098
201608,3744,26750,4127
201609,3720,26718,4171
201610,3690,26707,4202
201611,3685,26711,4222
201612,3684,26698,4233
201701,3658,26672,4254
201702,3644,26613,4273
201703,3638,26605,4288
201704,3626,26591,4311
201705,3600,26574,4322
201706,3563,26601,4335
201707,3570,26612,4355
201708,3559,26646,4366
201709,3554,26629,4385
201710,3542,26607,4422
201711,3529,26591,4451
201712,3530,26585,4462
201801,3535,26583,4493
201802,3550,26597,4521
201803,3521,26570,4555
201804,3529,26555,4572
201805,3523,26527,4594
201806,3518,26521,4612
201807,3516,26488,4637
201808,3497,26484,4658
201809,3469,26449,4677
201810,3466,26410,4715
201811,3453,26396,4740
201812,3449,26388,4767
201901,3464,26363,4796
201902,3450,26341,4826
201903,3440,26332,4860
201904,3394,26267,4872
201905,3404,26241,4887
201906,3401,26224,4907
201907,3381,26201,4922
201908,3362,26179,4958
201909,3352,26155,4990
201910,3343,26135,5011
201911,3336,26077,5044
201912,3308,26017,5085
202001,3302,26006,5112
202002,3303,25956,5163
202003,3291,25912,5173
202004,3284,25877,5202
202005,3277,25857,5226
202006,3283,25821,5241
202007,3270,25796,5262
202008,3263,25795,5286
202009,3249,25769,5318
202010,3231,25721,5375
202011,3238,25700,5401
202012,3243,25653,5428
202101,3237,25621,5452
202102,3238,25549,5498
202103,3219,25520,5518
202104,3207,25501,5531
202105,3184,25490,5545
202106,3187,25491,5557
202107,3185,25444,5579
202108,3155,25399,5600
202109,3146,25347,5642
202110,3131,25294,5671
202111,3098,25250,5699
202112,3089,25247,5714
202201,3091,25206,5736
202202,3071,25129,5779
202203,3060,25025,5787
202204,3045,24917,5810
202205,3042,24893,5825
202206,3027,24849,5830
202207,3013,24834,5837
202208,3015,24776,5867
