ym,0-14,15-64,65
201404,4111,28299,9144
201405,4073,28288,9138
201406,4057,28292,9132
201407,4047,28287,9111
201408,4031,28238,9103
201409,4026,28205,9102
201410,4032,28201,9125
201411,4015,28171,9139
201412,3992,28105,9161
201501,3971,28022,9174
201502,3952,27981,9187
201503,3920,27972,9209
201504,3903,27972,9216
201505,3890,27965,9202
201506,3873,27941,9215
201507,3847,27902,9217
201508,3827,27876,9228
201509,3785,27869,9247
201510,3759,27835,9273
201511,3762,27785,9306
201512,3733,27748,9329
201601,3716,27704,9356
201602,3711,27690,9367
201603,3689,27664,9367
201604,3656,27640,9376
201605,3631,27620,9392
201606,3616,27591,9407
201607,3602,27559,9413
201608,3585,27527,9419
201609,3565,27465,9439
201610,3552,27443,9471
201611,3522,27408,9499
201612,3501,27387,9511
201701,3506,27385,9528
201702,3503,27327,9552
201703,3490,27289,9556
201704,3486,27293,9557
201705,3472,27253,9554
201706,3453,27221,9559
201707,3443,27188,9568
201708,3430,27130,9570
201709,3407,27054,9599
201710,3383,27031,9614
201711,3359,26990,9643
201712,3328,26978,9667
201801,3311,26944,9685
201802,3301,26902,9697
201803,3295,26869,9719
201804,3294,26826,9738
201805,3282,26793,9736
201806,3263,26749,9747
201807,3259,26723,9753
201808,3251,26667,9769
201809,3225,26636,9788
201810,3214,26610,9806
201811,3214,26573,9849
201812,3198,26517,9874
201901,3188,26493,9879
201902,3181,26448,9901
201903,3162,26403,9911
201904,3147,26378,9924
201905,3127,26337,9933
201906,3115,26277,9960
201907,3101,26231,9951
201908,3088,26169,9959
201909,3075,26133,9970
201910,3068,26109,9982
201911,3041,26067,10023
201912,3024,26017,10033
202001,3018,26006,10068
202002,3010,25988,10090
202003,2990,25951,10110
202004,2978,25903,10133
202005,2973,25877,10131
202006,2957,25841,10133
202007,2935,25790,10143
202008,2915,25719,10161
202009,2907,25662,10169
202010,2890,25613,10199
202011,2865,25545,10243
202012,2851,25493,10267
202101,2836,25446,10280
202102,2819,25393,10270
202103,2824,25309,10288
202104,2822,25239,10299
202105,2812,25198,10312
202106,2818,25133,10325
202107,2809,25063,10337
202108,2788,25015,10350
202109,2752,24969,10361
202110,2754,24902,10393
202111,2739,24849,10405
202112,2725,24797,10427
202201,2697,24717,10445
202202,2681,24657,10462
202203,2685,24578,10474
202204,2667,24506,10482
202205,2648,24466,10494
202206,2643,24422,10492
202207,2635,24384,10514
202208,2619,24334,10510
