ym,0-14,15-64,65
201412,21364,107701,12933
201501,21398,107789,13026
201502,21403,107982,13111
201503,21451,108248,13225
201504,21514,108495,13298
201505,21493,108707,13324
201506,21540,108952,13367
201507,21564,109268,13396
201508,21596,109470,13477
201509,21620,109707,13586
201510,21632,109798,13690
201511,21629,109878,13812
201512,21641,110003,13936
201601,21624,110047,14035
201602,21623,110065,14137
201603,21606,110190,14212
201604,21660,110350,14282
201605,21761,110801,14376
201606,21852,111319,14480
201607,22010,112211,14582
201608,22158,113406,14725
201609,22314,114248,14891
201610,22359,114520,15041
201611,22393,114861,15178
201612,22430,115063,15324
201701,22437,115364,15455
201702,22439,115529,15577
201703,22493,115789,15709
201704,22517,115957,15839
201705,22550,116135,15963
201706,22616,116441,16047
201707,22675,116741,16114
201708,22735,117096,16228
201709,22791,117506,16339
201710,22829,117667,16475
201711,22844,117834,16603
201712,22868,118037,16728
201801,22924,118142,16872
201802,22923,118182,17000
201803,22908,118294,17155
201804,22974,118350,17247
201805,23014,118479,17355
201806,23044,118591,17452
201807,23181,118757,17539
201808,23300,118908,17677
201809,23347,118921,17799
201810,23305,118969,17908
201811,23296,118993,18035
201812,23281,119112,18198
201901,23264,119201,18372
201902,23212,119206,18544
201903,23164,119184,18704
201904,23219,119205,18838
201905,23235,119259,18990
201906,23269,119370,19131
201907,23242,119573,19227
201908,23238,119622,19361
201909,23265,119742,19467
201910,23221,119771,19636
201911,23171,119798,19779
201912,23141,119843,19937
202001,23099,119909,20074
202002,23005,119865,20268
202003,22992,119838,20441
202004,22935,119839,20605
202005,22878,119894,20694
202006,22815,119884,20802
202007,22816,119912,20934
202008,22775,120087,21082
202009,22789,120137,21212
202010,22739,120105,21404
202011,22718,120125,21549
202012,22656,120075,21667
202101,22584,120072,21806
202102,22569,120101,21949
202103,22535,120272,22126
202104,22488,120411,22242
202105,22441,120484,22336
202106,22491,120618,22392
202107,22467,120769,22480
202108,22430,120904,22710
202109,22321,121054,22910
202110,22255,121068,23004
202111,22238,121153,23106
202112,22221,121313,23233
202201,22145,121516,23344
202202,22078,121562,23465
202203,22113,121937,23562
202204,22152,122250,23655
202205,22059,122408,23733
202206,22075,122747,23836
202207,22125,123300,23959
202208,22177,123896,24086
