ym,0-14,15-64,65
201404,4561,29434,3992
201405,4531,29492,3991
201406,4523,29522,3993
201407,4524,29568,4010
201408,4508,29630,4045
201409,4503,29650,4068
201410,4489,29664,4069
201411,4488,29654,4087
201412,4445,29626,4117
201501,4435,29628,4140
201502,4407,29626,4163
201503,4432,29616,4189
201504,4437,29643,4205
201505,4430,29671,4218
201506,4428,29724,4220
201507,4382,29736,4224
201508,4357,29770,4246
201509,4353,29778,4271
201510,4308,29813,4287
201511,4282,29796,4313
201512,4260,29780,4339
201601,4266,29771,4356
201602,4265,29754,4378
201603,4293,29744,4378
201604,4292,29775,4399
201605,4259,29739,4427
201606,4236,29757,4443
201607,4237,29715,4461
201608,4241,29704,4473
201609,4214,29682,4486
201610,4198,29684,4498
201611,4162,29695,4530
201612,4168,29681,4558
201701,4165,29674,4576
201702,4194,29686,4590
201703,4213,29683,4613
201704,4223,29679,4648
201705,4226,29677,4665
201706,4221,29710,4678
201707,4210,29726,4683
201708,4204,29760,4713
201709,4192,29783,4728
201710,4180,29748,4752
201711,4192,29726,4791
201712,4193,29677,4838
201801,4185,29630,4866
201802,4161,29619,4886
201803,4167,29607,4910
201804,4176,29540,4950
201805,4181,29487,4977
201806,4185,29456,4990
201807,4170,29482,5006
201808,4163,29456,5010
201809,4151,29454,5025
201810,4138,29429,5039
201811,4133,29413,5056
201812,4127,29408,5084
201901,4117,29380,5104
201902,4099,29351,5137
201903,4118,29342,5151
201904,4120,29344,5156
201905,4106,29322,5180
201906,4096,29312,5203
201907,4086,29267,5215
201908,4081,29253,5228
201909,4087,29220,5275
201910,4078,29180,5315
201911,4053,29146,5352
201912,4063,29097,5375
202001,4059,29088,5403
202002,4069,29056,5438
202003,4052,29054,5460
202004,4081,29023,5518
202005,4076,28992,5542
202006,4058,28980,5562
202007,4035,28972,5591
202008,4029,28954,5630
202009,4035,28931,5675
202010,4026,28899,5719
202011,4004,28833,5739
202012,3996,28768,5784
202101,3998,28722,5816
202102,3992,28684,5823
202103,4002,28687,5846
202104,4011,28668,5870
202105,3990,28656,5892
202106,3975,28631,5915
202107,3977,28567,5950
202108,3973,28511,5991
202109,3970,28483,6016
202110,3959,28473,6038
202111,3965,28411,6061
202112,3962,28351,6085
202201,3962,28331,6108
202202,3958,28250,6130
202203,3953,28159,6132
202204,3937,28070,6142
202205,3934,28065,6156
202206,3940,28072,6164
202207,3920,28086,6193
202208,3942,28069,6233
