ym,0-14,15-64,65
201404,369,2542,418
201405,370,2600,426
201406,373,2637,426
201407,378,2664,427
201408,374,2664,430
201409,374,2661,433
201410,377,2654,433
201411,380,2648,434
201412,379,2627,429
201501,376,2615,426
201502,382,2608,425
201503,374,2607,422
201504,373,2588,421
201505,369,2586,422
201506,368,2579,419
201507,371,2565,423
201508,362,2558,424
201509,364,2556,424
201510,363,2551,420
201511,360,2549,418
201512,362,2544,423
201601,360,2537,427
201602,362,2536,431
201603,354,2525,434
201604,355,2524,434
201605,355,2524,436
201606,348,2513,438
201607,350,2504,438
201608,344,2501,441
201609,347,2493,443
201610,358,2497,443
201611,362,2492,441
201612,361,2479,445
201701,360,2480,447
201702,359,2475,448
201703,353,2479,449
201704,348,2466,452
201705,340,2463,449
201706,333,2464,447
201707,326,2449,448
201708,322,2453,447
201709,327,2453,447
201710,331,2450,452
201711,337,2453,451
201712,337,2455,454
201801,339,2458,454
201802,352,2460,459
201803,360,2483,461
201804,364,2505,461
201805,363,2510,462
201806,359,2527,460
201807,360,2560,463
201808,353,2563,465
201809,356,2562,467
201810,353,2556,467
201811,354,2552,466
201812,346,2536,472
201901,345,2532,471
201902,338,2528,470
201903,340,2521,473
201904,331,2520,473
201905,326,2510,475
201906,319,2499,480
201907,323,2501,478
201908,324,2499,477
201909,327,2486,479
201910,328,2486,481
201911,328,2483,482
201912,331,2483,481
202001,333,2478,486
202002,336,2475,484
202003,326,2475,485
202004,327,2467,485
202005,319,2470,482
202006,315,2475,482
202007,310,2476,483
202008,314,2471,485
202009,314,2465,486
202010,317,2455,486
202011,318,2450,487
202012,322,2435,490
202101,322,2435,492
202102,324,2429,493
202103,324,2428,492
202104,322,2421,494
202105,320,2417,499
202106,321,2407,502
202107,325,2405,500
202108,322,2401,501
202109,323,2414,504
202110,327,2420,506
202111,327,2415,509
202112,327,2423,509
202201,326,2432,510
202202,325,2442,507
202203,326,2440,510
202204,314,2466,510
202205,308,2478,518
202206,304,2490,520
202207,305,2504,521
202208,307,2502,522
