ym,0-14,15-64,65
201404,3369,11035,1971
201405,3363,11037,1977
201406,3334,11035,1985
201407,3341,11036,1982
201408,3321,11025,1994
201409,3312,11018,1999
201410,3307,11031,1994
201411,3311,11045,2002
201412,3315,11059,2000
201501,3294,11057,1999
201502,3281,11041,2004
201503,3267,11037,2001
201504,3266,11013,2006
201505,3246,11011,2011
201506,3220,11004,2010
201507,3183,11018,2011
201508,3141,11021,2020
201509,3134,11000,2030
201510,3106,11025,2025
201511,3103,11025,2032
201512,3104,11012,2039
201601,3106,11005,2043
201602,3086,10991,2053
201603,3043,10956,2058
201604,3032,10941,2053
201605,3022,10916,2058
201606,3029,10888,2071
201607,3008,10866,2075
201608,2999,10871,2074
201609,2967,10852,2079
201610,2973,10861,2082
201611,2963,10845,2094
201612,2974,10834,2108
201701,2989,10817,2128
201702,2982,10806,2143
201703,2971,10796,2146
201704,2938,10786,2151
201705,2932,10755,2162
201706,2919,10735,2167
201707,2916,10713,2169
201708,2904,10689,2174
201709,2898,10684,2182
201710,2884,10688,2180
201711,2877,10671,2191
201712,2867,10651,2202
201801,2849,10624,2215
201802,2825,10615,2215
201803,2790,10583,2215
201804,2788,10570,2216
201805,2786,10555,2221
201806,2780,10553,2223
201807,2789,10519,2236
201808,2779,10508,2241
201809,2777,10499,2245
201810,2773,10499,2252
201811,2762,10497,2273
201812,2754,10473,2292
201901,2759,10458,2301
201902,2763,10436,2315
201903,2734,10394,2331
201904,2721,10384,2332
201905,2741,10376,2339
201906,2716,10359,2346
201907,2701,10328,2351
201908,2693,10300,2364
201909,2718,10284,2378
201910,2734,10262,2387
201911,2740,10257,2396
201912,2761,10249,2409
202001,2753,10229,2426
202002,2737,10194,2431
202003,2746,10154,2440
202004,2716,10128,2451
202005,2720,10105,2465
202006,2724,10086,2468
202007,2724,10063,2480
202008,2753,10058,2483
202009,2794,10060,2491
202010,2824,10051,2507
202011,2819,10040,2518
202012,2823,10013,2542
202101,2831,9999,2553
202102,2809,9981,2554
202103,2795,9946,2563
202104,2789,9933,2574
202105,2778,9915,2574
202106,2782,9883,2582
202107,2769,9873,2581
202108,2795,9841,2594
202109,2811,9817,2612
202110,2829,9797,2628
202111,2834,9792,2635
202112,2856,9772,2644
202201,2857,9753,2661
202202,2851,9723,2674
202203,2801,9686,2685
202204,2794,9645,2702
202205,2773,9628,2706
202206,2758,9600,2715
202207,2763,9596,2718
202208,2775,9561,2728
