ym,0-14,15-64,65
201404,1680,9446,1469
201405,1672,9519,1475
201406,1666,9517,1478
201407,1663,9552,1477
201408,1664,9531,1489
201409,1661,9515,1494
201410,1668,9520,1501
201411,1657,9523,1501
201412,1660,9513,1502
201501,1645,9486,1512
201502,1636,9478,1518
201503,1608,9446,1517
201504,1585,9430,1529
201505,1586,9415,1540
201506,1573,9411,1549
201507,1567,9390,1558
201508,1563,9374,1566
201509,1563,9365,1573
201510,1560,9389,1579
201511,1552,9383,1595
201512,1540,9373,1604
201601,1531,9347,1615
201602,1519,9322,1625
201603,1501,9300,1635
201604,1485,9299,1639
201605,1480,9304,1648
201606,1481,9315,1645
201607,1485,9314,1653
201608,1475,9302,1667
201609,1467,9285,1675
201610,1461,9288,1677
201611,1458,9269,1694
201612,1450,9267,1706
201701,1442,9279,1717
201702,1429,9276,1726
201703,1410,9255,1734
201704,1397,9254,1740
201705,1389,9246,1747
201706,1384,9241,1754
201707,1378,9223,1762
201708,1377,9213,1774
201709,1365,9192,1786
201710,1355,9197,1790
201711,1348,9175,1802
201712,1351,9172,1814
201801,1345,9162,1809
201802,1337,9172,1809
201803,1318,9175,1815
201804,1306,9173,1828
201805,1301,9205,1841
201806,1300,9225,1847
201807,1293,9253,1853
201808,1288,9241,1860
201809,1283,9245,1868
201810,1276,9238,1881
201811,1272,9219,1892
201812,1256,9203,1905
201901,1249,9193,1909
201902,1238,9177,1919
201903,1226,9168,1921
201904,1219,9156,1927
201905,1213,9136,1938
201906,1197,9100,1944
201907,1190,9087,1948
201908,1195,9079,1955
201909,1194,9064,1961
201910,1202,9055,1977
201911,1193,9044,1988
201912,1193,9046,1993
202001,1185,9025,2004
202002,1176,9013,2004
202003,1160,9020,2018
202004,1151,8979,2025
202005,1149,8962,2034
202006,1152,8942,2041
202007,1146,8924,2050
202008,1149,8909,2057
202009,1162,8901,2066
202010,1158,8878,2081
202011,1154,8867,2098
202012,1145,8865,2111
202101,1134,8877,2113
202102,1137,8882,2126
202103,1138,8869,2133
202104,1136,8859,2148
202105,1136,8847,2156
202106,1128,8826,2158
202107,1124,8802,2169
202108,1119,8796,2181
202109,1117,8780,2190
202110,1114,8782,2202
202111,1117,8774,2210
202112,1114,8777,2213
202201,1105,8762,2233
202202,1101,8757,2250
202203,1086,8784,2256
202204,1082,8817,2257
202205,1084,8828,2268
202206,1070,8845,2271
202207,1071,8888,2275
202208,1071,8869,2290
