ym,0-14,15-64,65
201404,3583,19237,3858
201405,3591,19279,3859
201406,3573,19252,3870
201407,3575,19256,3887
201408,3572,19263,3887
201409,3579,19259,3892
201410,3584,19270,3906
201411,3600,19277,3908
201412,3591,19299,3924
201501,3576,19314,3923
201502,3572,19310,3943
201503,3571,19313,3952
201504,3566,19295,3960
201505,3574,19335,3979
201506,3597,19369,3976
201507,3597,19357,3978
201508,3590,19352,3986
201509,3606,19327,4009
201510,3602,19343,4014
201511,3597,19357,4025
201512,3604,19411,4025
201601,3600,19423,4033
201602,3589,19425,4035
201603,3584,19436,4047
201604,3568,19465,4060
201605,3570,19465,4081
201606,3569,19464,4104
201607,3554,19461,4102
201608,3555,19449,4106
201609,3535,19438,4114
201610,3534,19413,4121
201611,3526,19389,4130
201612,3508,19347,4140
201701,3507,19323,4161
201702,3502,19264,4174
201703,3482,19184,4195
201704,3462,19156,4202
201705,3451,19123,4204
201706,3412,19110,4208
201707,3385,19050,4222
201708,3348,19030,4235
201709,3330,19015,4241
201710,3323,18976,4258
201711,3314,18951,4265
201712,3269,18902,4288
201801,3260,18865,4302
201802,3261,18856,4315
201803,3235,18832,4326
201804,3197,18812,4330
201805,3171,18773,4334
201806,3181,18761,4338
201807,3164,18723,4354
201808,3140,18667,4364
201809,3126,18634,4362
201810,3116,18603,4373
201811,3095,18580,4387
201812,3088,18566,4390
201901,3090,18536,4392
201902,3083,18502,4399
201903,3053,18492,4405
201904,3055,18483,4423
201905,3042,18477,4434
201906,3017,18466,4442
201907,3005,18433,4448
201908,3006,18408,4437
201909,3009,18385,4435
201910,3014,18363,4444
201911,3007,18362,4455
201912,3027,18354,4472
202001,3023,18323,4499
202002,3008,18277,4519
202003,2996,18238,4526
202004,2985,18223,4535
202005,2970,18214,4541
202006,2987,18174,4566
202007,2996,18172,4561
202008,2998,18176,4569
202009,2985,18142,4570
202010,2981,18107,4592
202011,2967,18098,4612
202012,2986,18096,4625
202101,2987,18083,4639
202102,2973,18066,4654
202103,2965,18036,4665
202104,2959,18035,4675
202105,2949,18061,4679
202106,2949,18062,4673
202107,2934,18041,4682
202108,2951,17984,4699
202109,2962,17954,4721
202110,2987,17954,4724
202111,3005,17939,4736
202112,3015,17941,4740
202201,3017,17950,4759
202202,3038,17928,4777
202203,3038,17907,4772
202204,3040,17895,4785
202205,3031,17884,4794
202206,3032,17870,4793
202207,3050,17860,4792
202208,3032,17841,4788
