ym,0-14,15-64,65
201404,594,3661,560
201405,593,3685,557
201406,590,3701,557
201407,596,3706,558
201408,600,3711,557
201409,605,3709,560
201410,615,3696,564
201411,614,3701,562
201412,611,3690,563
201501,609,3683,563
201502,612,3674,562
201503,614,3669,562
201504,613,3657,563
201505,607,3652,567
201506,605,3632,565
201507,601,3640,562
201508,591,3634,561
201509,598,3620,568
201510,594,3603,571
201511,593,3596,574
201512,595,3594,578
201601,595,3595,574
201602,589,3594,573
201603,585,3623,574
201604,577,3643,574
201605,578,3648,576
201606,582,3657,576
201607,583,3662,577
201608,575,3691,578
201609,585,3687,577
201610,589,3688,581
201611,593,3679,582
201612,600,3673,580
201701,603,3670,586
201702,603,3672,587
201703,609,3687,592
201704,604,3696,595
201705,601,3700,598
201706,595,3697,603
201707,591,3706,606
201708,587,3711,615
201709,590,3700,619
201710,593,3701,624
201711,586,3706,632
201712,588,3703,635
201801,597,3709,635
201802,595,3711,633
201803,590,3717,635
201804,588,3739,638
201805,588,3761,644
201806,580,3772,645
201807,582,3785,644
201808,578,3782,645
201809,572,3788,650
201810,570,3777,656
201811,570,3768,652
201812,575,3756,650
201901,578,3742,650
201902,585,3734,655
201903,580,3727,656
201904,578,3708,658
201905,574,3690,663
201906,570,3687,661
201907,576,3664,670
201908,568,3655,672
201909,570,3642,670
201910,568,3630,675
201911,570,3619,682
201912,571,3609,687
202001,570,3601,686
202002,577,3597,695
202003,576,3593,699
202004,572,3590,703
202005,571,3573,702
202006,572,3579,701
202007,565,3582,701
202008,563,3582,704
202009,574,3586,702
202010,581,3579,703
202011,584,3579,704
202012,583,3583,699
202101,583,3573,699
202102,580,3573,703
202103,576,3554,704
202104,577,3560,708
202105,576,3548,714
202106,577,3547,719
202107,579,3559,722
202108,583,3543,733
202109,585,3536,733
202110,583,3534,741
202111,577,3533,743
202112,572,3527,750
202201,573,3514,751
202202,573,3517,754
202203,568,3511,756
202204,566,3515,765
202205,564,3524,765
202206,559,3529,764
202207,555,3529,773
202208,552,3523,775
