ym,0-14,15-64,65
201404,1048,8065,2003
201405,1032,8062,2007
201406,1037,8051,2011
201407,1032,8052,2020
201408,1023,8048,2019
201409,1013,8028,2017
201410,1006,8030,2018
201411,1004,8022,2023
201412,994,8009,2023
201501,991,7983,2022
201502,990,7970,2032
201503,979,7945,2037
201504,977,7931,2040
201505,972,7917,2045
201506,972,7918,2045
201507,966,7912,2046
201508,950,7907,2050
201509,940,7888,2055
201510,940,7877,2059
201511,935,7868,2064
201512,932,7858,2067
201601,936,7843,2070
201602,945,7837,2075
201603,948,7835,2074
201604,949,7835,2078
201605,948,7827,2077
201606,944,7821,2080
201607,953,7815,2093
201608,955,7804,2099
201609,944,7798,2105
201610,940,7781,2112
201611,938,7777,2116
201612,922,7760,2126
201701,915,7752,2133
201702,915,7743,2139
201703,911,7727,2137
201704,905,7712,2142
201705,902,7696,2145
201706,896,7692,2149
201707,897,7695,2157
201708,890,7679,2159
201709,874,7669,2163
201710,871,7653,2163
201711,869,7628,2173
201712,868,7621,2181
201801,871,7603,2187
201802,881,7603,2196
201803,878,7598,2197
201804,872,7582,2202
201805,876,7567,2200
201806,880,7568,2197
201807,875,7577,2207
201808,868,7577,2214
201809,861,7570,2225
201810,854,7560,2236
201811,849,7555,2246
201812,850,7524,2265
201901,847,7494,2277
201902,852,7481,2282
201903,847,7462,2287
201904,851,7440,2298
201905,855,7421,2306
201906,850,7399,2305
201907,853,7392,2302
201908,862,7388,2299
201909,864,7384,2309
201910,854,7375,2319
201911,853,7365,2321
201912,834,7349,2330
202001,830,7334,2330
202002,819,7303,2338
202003,807,7285,2347
202004,816,7272,2353
202005,815,7254,2355
202006,810,7252,2358
202007,812,7232,2361
202008,803,7220,2369
202009,797,7219,2375
202010,790,7207,2381
202011,788,7201,2381
202012,785,7185,2394
202101,781,7171,2404
202102,778,7155,2409
202103,781,7128,2418
202104,778,7114,2423
202105,773,7083,2435
202106,754,7078,2438
202107,750,7056,2443
202108,747,7026,2445
202109,743,6995,2461
202110,730,6986,2468
202111,722,6972,2472
202112,712,6951,2470
202201,717,6925,2482
202202,718,6910,2487
202203,724,6904,2482
202204,724,6884,2483
202205,719,6873,2486
202206,727,6871,2491
202207,726,6888,2485
202208,717,6889,2486
