ym,0-14,15-64,65
201404,803,3534,489
201405,809,3539,491
201406,815,3550,493
201407,817,3568,489
201408,807,3564,488
201409,814,3571,488
201410,815,3565,491
201411,810,3560,492
201412,811,3563,492
201501,808,3568,497
201502,803,3558,495
201503,802,3545,499
201504,801,3538,501
201505,801,3533,500
201506,800,3525,497
201507,794,3529,493
201508,789,3524,494
201509,780,3529,495
201510,783,3526,497
201511,775,3523,499
201512,782,3524,500
201601,779,3520,501
201602,787,3516,504
201603,789,3506,512
201604,783,3503,516
201605,787,3506,514
201606,781,3509,514
201607,785,3513,514
201608,782,3515,515
201609,786,3528,514
201610,792,3545,514
201611,790,3545,512
201612,795,3546,514
201701,790,3541,518
201702,796,3532,522
201703,795,3532,524
201704,797,3538,521
201705,791,3530,517
201706,791,3525,517
201707,788,3534,517
201708,795,3541,517
201709,800,3546,517
201710,795,3549,520
201711,795,3545,523
201712,784,3559,524
201801,790,3557,526
201802,788,3561,528
201803,789,3566,530
201804,785,3575,531
201805,785,3573,535
201806,781,3577,536
201807,773,3576,538
201808,776,3571,543
201809,772,3573,545
201810,773,3583,547
201811,772,3584,547
201812,777,3583,549
201901,775,3576,551
201902,779,3584,552
201903,776,3587,554
201904,772,3582,556
201905,773,3582,556
201906,782,3591,562
201907,781,3604,561
201908,780,3610,562
201909,781,3602,564
201910,779,3599,569
201911,779,3595,569
201912,780,3595,569
202001,777,3593,572
202002,772,3584,571
202003,783,3578,576
202004,779,3577,577
202005,772,3572,579
202006,773,3577,580
202007,770,3569,587
202008,774,3563,591
202009,775,3563,597
202010,777,3561,598
202011,780,3566,603
202012,781,3559,607
202101,774,3556,611
202102,774,3556,609
202103,768,3560,617
202104,757,3558,615
202105,755,3555,618
202106,758,3550,618
202107,748,3545,619
202108,748,3547,623
202109,746,3550,629
202110,742,3561,624
202111,747,3558,625
202112,751,3551,628
202201,747,3550,631
202202,745,3543,630
202203,747,3542,626
202204,730,3545,630
202205,726,3541,638
202206,729,3539,636
202207,733,3529,639
202208,728,3536,641
