ym,0-14,15-64,65
201404,42875,214379,26520
201405,42726,214551,26579
201406,42694,214848,26644
201407,42707,215042,26730
201408,42649,215038,26857
201409,42693,215058,27016
201410,42699,215183,27203
201411,42706,215247,27453
201412,42772,215427,27568
201501,42748,215568,27731
201502,42718,215695,27841
201503,42699,215698,28027
201504,42657,215675,28205
201505,42628,215806,28330
201506,42524,215789,28383
201507,42458,215694,28430
201508,42389,215604,28595
201509,42368,215509,28816
201510,42365,215643,29000
201511,42368,215732,29174
201512,42363,215842,29361
201601,42305,215826,29595
201602,42237,215602,29806
201603,42276,215528,29954
201604,42211,215433,30109
201605,42183,215346,30205
201606,42269,215278,30324
201607,42259,215028,30476
201608,42196,214740,30627
201609,42201,214479,30773
201610,42276,214411,30946
201611,42306,214159,31155
201612,42345,214031,31357
201701,42322,213937,31602
201702,42306,213655,31780
201703,42295,213486,31989
201704,42176,213444,32140
201705,42177,213360,32300
201706,42176,213162,32408
201707,42127,212891,32574
201708,42075,212650,32771
201709,42097,212285,33007
201710,42078,212125,33281
201711,42119,212139,33480
201712,42141,211965,33665
201801,42101,211849,33892
201802,42043,211637,34063
201803,42054,211527,34262
201804,41936,211301,34437
201805,41882,211037,34593
201806,41822,210838,34777
201807,41842,210554,34950
201808,41818,210313,35147
201809,41764,209986,35368
201810,41786,209827,35614
201811,41812,209735,35827
201812,41804,209546,36079
201901,41880,209245,36317
201902,41817,208947,36567
201903,41714,208702,36737
201904,41641,208414,36873
201905,41602,208155,37019
201906,41609,208051,37174
201907,41481,207714,37332
201908,41364,207358,37505
201909,41294,207055,37712
201910,41279,206802,37951
201911,41203,206446,38189
201912,41194,206148,38453
202001,41081,205714,38731
202002,41017,205228,38983
202003,40964,204779,39201
202004,40903,204348,39402
202005,40707,204023,39538
202006,40688,203709,39735
202007,40590,203303,39921
202008,40437,202822,40134
202009,40341,202345,40342
202010,40285,202062,40618
202011,40250,201658,40851
202012,40186,201264,41075
202101,40022,200627,41326
202102,39930,200121,41564
202103,39760,199535,41829
202104,39618,199195,41972
202105,39503,198730,42085
202106,39484,198377,42225
202107,39402,197814,42382
202108,39174,197089,42659
202109,39050,196282,42914
202110,38873,195902,43105
202111,38720,195200,43304
202112,38607,194710,43390
202201,38473,193915,43459
202202,38297,192903,43642
202203,38092,191795,43527
202204,37813,190504,43536
202205,37651,190196,43747
202206,37628,189985,43877
202207,37604,189805,44086
202208,37567,189523,44332
