ym,0-14,15-64,65
201404,48055,214656,50979
201405,47964,214719,51050
201406,47945,214702,51148
201407,47818,214629,51281
201408,47810,214112,51480
201409,47754,213668,51640
201410,47798,213552,51937
201411,47783,213507,52197
201412,47848,213434,52411
201501,47806,213416,52704
201502,47765,213358,52860
201503,47797,213272,53158
201504,47805,213196,53377
201505,47763,213120,53477
201506,47710,213078,53573
201507,47517,212504,53586
201508,47419,211963,53809
201509,47304,211295,53997
201510,47251,211131,54284
201511,47192,211067,54536
201512,47240,211030,54788
201601,47189,210730,54990
201602,47145,210631,55238
201603,47182,210346,55430
201604,47159,210244,55590
201605,47216,210057,55677
201606,47229,209803,55864
201607,47239,209264,56037
201608,47197,208512,56255
201609,47129,207894,56456
201610,47136,207593,56777
201611,47150,207205,57066
201612,47306,206982,57218
201701,47204,206732,57468
201702,47156,206378,57679
201703,47295,206224,57841
201704,47204,206033,57948
201705,47215,205848,58084
201706,47296,205640,58188
201707,47201,205286,58324
201708,47115,204704,58483
201709,47049,204200,58699
201710,46990,203995,58992
201711,46949,203700,59233
201712,46978,203552,59439
201801,46919,203245,59671
201802,46845,203069,59820
201803,46886,203003,60047
201804,46856,202879,60121
201805,46845,202654,60184
201806,46775,202471,60297
201807,46699,202033,60466
201808,46653,201711,60661
201809,46562,201203,60863
201810,46618,201014,61203
201811,46638,200831,61418
201812,46675,200575,61593
201901,46685,200155,61846
201902,46699,199935,62093
201903,46701,199729,62290
201904,46727,199598,62418
201905,46783,199436,62492
201906,46857,199259,62606
201907,46828,198842,62713
201908,46761,198439,62879
201909,46641,197860,63038
201910,46674,197533,63354
201911,46618,197295,63672
201912,46669,197108,63854
202001,46523,196909,64094
202002,46425,196557,64147
202003,46345,196070,64245
202004,46233,195636,64292
202005,46136,195200,64280
202006,46176,194908,64305
202007,46143,194304,64417
202008,46020,193490,64578
202009,45950,192716,64730
202010,45914,192355,64940
202011,45878,191922,65059
202012,45971,191640,65033
202101,45780,191082,65050
202102,45613,190469,65096
202103,45596,189911,65198
202104,45488,189208,65127
202105,45347,188629,64915
202106,45286,188057,64556
202107,45048,187061,64437
202108,44712,185832,64514
202109,44335,184687,64603
202110,44072,184048,64755
202111,43957,183423,64853
202112,43824,182729,64857
202201,43703,182055,64661
202202,43590,181465,64594
202203,43414,180688,64190
202204,43286,180123,64135
202205,43051,178883,63952
202206,42802,176746,62789
202207,42540,175644,62512
202208,42422,175523,62775
