ym,0-14,15-64,65
201404,38881,211338,39814
201405,38827,211344,39893
201406,38860,211390,39936
201407,38846,211282,39987
201408,38842,211122,40156
201409,38819,210901,40328
201410,38749,210759,40533
201411,38758,210780,40758
201412,38813,210702,40940
201501,38813,210628,41208
201502,38805,210631,41378
201503,38824,210439,41612
201504,38797,210139,41842
201505,38674,210082,41955
201506,38697,209983,42008
201507,38657,209771,42079
201508,38577,209547,42265
201509,38431,209328,42470
201510,38386,209311,42694
201511,38292,209339,42901
201512,38251,209286,43157
201601,38218,209037,43427
201602,38182,208859,43675
201603,38214,208621,43916
201604,38216,208435,44106
201605,38104,208108,44289
201606,38113,208087,44422
201607,38030,207867,44600
201608,38064,207381,44762
201609,38060,207007,44934
201610,38047,206709,45149
201611,38063,206437,45373
201612,38064,206225,45650
201701,38009,205982,45925
201702,38053,205704,46094
201703,38023,205449,46257
201704,37928,205110,46444
201705,37816,204805,46658
201706,37777,204590,46782
201707,37697,204387,46907
201708,37657,203978,47069
201709,37555,203502,47277
201710,37514,203231,47575
201711,37502,202924,47851
201712,37468,202757,48070
201801,37472,202517,48351
201802,37375,202234,48548
201803,37324,202013,48729
201804,37315,201762,48892
201805,37235,201542,49026
201806,37118,201259,49168
201807,36999,200873,49342
201808,36926,200499,49510
201809,36904,200098,49723
201810,36859,199835,50001
201811,36851,199602,50248
201812,36808,199251,50485
201901,36761,198885,50693
201902,36597,198391,50943
201903,36498,198083,51175
201904,36446,197764,51288
201905,36274,197426,51449
201906,36228,197188,51601
201907,36094,196768,51715
201908,35890,196336,51893
201909,35782,195945,52128
201910,35693,195661,52361
201911,35621,195257,52687
201912,35590,194937,52932
202001,35494,194622,53166
202002,35375,193993,53406
202003,35235,193443,53616
202004,35067,193001,53768
202005,34885,192515,53912
202006,34850,192103,53989
202007,34722,191648,54165
202008,34562,191139,54341
202009,34415,190543,54581
202010,34264,190127,54797
202011,34235,189693,54966
202012,34132,189189,55130
202101,33981,188627,55325
202102,33835,187996,55477
202103,33629,187275,55653
202104,33419,186686,55718
202105,33306,186113,55785
202106,33266,185713,55796
202107,33118,185097,55841
202108,32938,184334,56002
202109,32753,183505,56196
202110,32575,182901,56378
202111,32307,182016,56447
202112,32112,181189,56381
202201,32029,180250,56329
202202,31780,179308,56509
202203,31487,178263,56286
202204,31196,177051,56290
202205,31025,176292,56210
202206,30939,175847,56227
202207,30861,175777,56394
202208,30835,175551,56599
