ym,0-14,15-64,65
201404,2798,18397,2319
201405,2794,18413,2338
201406,2789,18409,2353
201407,2772,18422,2354
201408,2752,18468,2365
201409,2746,18470,2374
201410,2736,18485,2392
201411,2723,18492,2397
201412,2720,18500,2416
201501,2719,18477,2426
201502,2687,18467,2436
201503,2681,18437,2456
201504,2638,18403,2484
201505,2631,18449,2489
201506,2619,18450,2492
201507,2603,18440,2499
201508,2583,18451,2510
201509,2589,18464,2536
201510,2553,18467,2553
201511,2536,18459,2580
201512,2523,18478,2593
201601,2518,18488,2608
201602,2515,18490,2618
201603,2500,18484,2632
201604,2485,18463,2641
201605,2499,18451,2653
201606,2485,18459,2680
201607,2481,18465,2692
201608,2471,18473,2698
201609,2467,18448,2729
201610,2464,18460,2747
201611,2459,18464,2769
201612,2447,18447,2789
201701,2429,18423,2815
201702,2411,18410,2842
201703,2397,18418,2858
201704,2413,18390,2879
201705,2407,18376,2893
201706,2393,18386,2900
201707,2382,18376,2911
201708,2370,18372,2942
201709,2357,18384,2969
201710,2337,18366,2981
201711,2316,18359,2987
201712,2311,18352,2997
201801,2309,18335,3018
201802,2292,18313,3028
201803,2278,18295,3065
201804,2273,18298,3079
201805,2269,18300,3082
201806,2255,18298,3110
201807,2229,18249,3122
201808,2224,18221,3137
201809,2222,18206,3172
201810,2223,18206,3188
201811,2210,18218,3198
201812,2215,18194,3225
201901,2207,18192,3257
201902,2225,18189,3277
201903,2228,18168,3304
201904,2226,18123,3317
201905,2219,18112,3323
201906,2197,18080,3341
201907,2197,18112,3353
201908,2198,18126,3374
201909,2200,18107,3405
201910,2193,18081,3425
201911,2197,18069,3443
201912,2197,18059,3469
202001,2187,18040,3487
202002,2190,18055,3511
202003,2181,18055,3543
202004,2177,18045,3561
202005,2166,18033,3581
202006,2165,18007,3599
202007,2150,18018,3611
202008,2149,18002,3642
202009,2137,17984,3659
202010,2118,17952,3683
202011,2105,17932,3705
202012,2109,17897,3717
202101,2103,17910,3729
202102,2114,17909,3743
202103,2125,17888,3756
202104,2139,17852,3777
202105,2147,17831,3796
202106,2144,17793,3806
202107,2137,17772,3821
202108,2144,17748,3844
202109,2134,17706,3878
202110,2125,17667,3886
202111,2111,17636,3892
202112,2118,17626,3902
202201,2109,17569,3907
202202,2094,17537,3921
202203,2094,17467,3928
202204,2091,17396,3942
202205,2079,17397,3951
202206,2080,17405,3958
202207,2065,17380,3975
202208,2056,17370,3986
