ym,0-14,15-64,65
201404,63016,317052,30008
201405,62973,317069,30091
201406,62935,317217,30247
201407,62890,317190,30356
201408,62810,317336,30599
201409,62670,317405,30830
201410,62676,317410,31131
201411,62548,317362,31402
201412,62535,317501,31675
201501,62443,317519,31951
201502,62288,317596,32195
201503,62136,317408,32572
201504,61956,317280,32890
201505,61880,317439,33040
201506,61703,317515,33145
201507,61553,317562,33246
201508,61324,317665,33508
201509,61063,317772,33795
201510,60881,317918,34099
201511,60685,317959,34382
201512,60598,317945,34700
201601,60569,317857,35017
201602,60457,317812,35303
201603,60334,317628,35588
201604,60205,317480,35907
201605,60196,317435,36174
201606,60102,317304,36399
201607,59880,317086,36648
201608,59799,316968,36951
201609,59740,316761,37261
201610,59629,316596,37642
201611,59594,316351,38016
201612,59567,316201,38388
201701,59477,316016,38734
201702,59421,315827,39082
201703,59453,315731,39401
201704,59391,315717,39711
201705,59343,315665,40023
201706,59394,315768,40250
201707,59403,315882,40435
201708,59335,315762,40723
201709,59187,315743,41031
201710,59119,315724,41378
201711,59029,315679,41745
201712,58999,315423,42102
201801,58961,315201,42478
201802,58965,315174,42770
201803,59062,314923,43169
201804,58919,314767,43426
201805,58916,314675,43635
201806,58802,314510,43873
201807,58721,314316,44162
201808,58608,314154,44475
201809,58486,313911,44828
201810,58425,313779,45201
201811,58363,313681,45595
201812,58308,313515,45931
201901,58360,313314,46294
201902,58316,313109,46660
201903,58312,312853,47054
201904,58295,312803,47310
201905,58444,312938,47549
201906,58394,312859,47863
201907,58409,312891,48154
201908,58373,312901,48467
201909,58223,312751,48906
201910,58170,312582,49210
201911,58173,312387,49580
201912,58211,312296,49966
202001,58171,312123,50390
202002,58244,311871,50812
202003,58242,311688,51224
202004,58177,311549,51556
202005,58248,311529,51826
202006,58186,311357,52144
202007,58079,311157,52385
202008,58019,311072,52764
202009,57982,310907,53144
202010,57937,310711,53524
202011,57917,310626,53899
202012,57956,310496,54201
202101,57890,310389,54572
202102,57904,310189,54921
202103,57882,309869,55299
202104,57864,309614,55603
202105,57887,309249,55842
202106,57891,308944,56037
202107,57743,308688,56237
202108,57610,308116,56673
202109,57418,307553,57147
202110,57287,307321,57361
202111,57291,306905,57562
202112,57162,306438,57781
202201,57161,305757,58049
202202,57087,305066,58445
202203,56899,304037,58605
202204,56696,302939,58773
202205,56563,302780,58946
202206,56518,302718,59109
202207,56439,302720,59284
202208,56347,302624,59577
