ym,0-14,15-64,65
201404,4545,30451,6394
201405,4536,30473,6389
201406,4518,30513,6377
201407,4507,30549,6362
201408,4495,30525,6375
201409,4499,30496,6377
201410,4492,30475,6378
201411,4467,30455,6394
201412,4481,30434,6400
201501,4479,30417,6384
201502,4468,30390,6398
201503,4412,30341,6406
201504,4393,30284,6434
201505,4360,30295,6421
201506,4345,30268,6411
201507,4314,30281,6404
201508,4281,30308,6393
201509,4252,30310,6392
201510,4251,30345,6413
201511,4241,30343,6425
201512,4220,30305,6451
201601,4189,30268,6465
201602,4174,30267,6486
201603,4142,30237,6490
201604,4112,30209,6499
201605,4090,30178,6506
201606,4062,30161,6519
201607,4058,30174,6537
201608,4036,30128,6557
201609,4011,30088,6578
201610,3996,30062,6598
201611,4002,30006,6629
201612,4000,29945,6655
201701,3992,29912,6677
201702,3983,29912,6698
201703,3971,29888,6719
201704,3954,29870,6720
201705,3951,29845,6727
201706,3946,29834,6738
201707,3939,29811,6751
201708,3914,29781,6765
201709,3892,29730,6775
201710,3884,29701,6790
201711,3861,29669,6824
201712,3867,29648,6838
201801,3859,29607,6844
201802,3843,29572,6841
201803,3805,29549,6854
201804,3782,29513,6872
201805,3799,29505,6874
201806,3794,29462,6895
201807,3771,29421,6903
201808,3763,29407,6904
201809,3754,29371,6928
201810,3747,29335,6940
201811,3735,29310,6957
201812,3720,29267,6995
201901,3724,29227,7001
201902,3718,29180,7016
201903,3661,29113,7038
201904,3641,29061,7037
201905,3650,29021,7060
201906,3675,28969,7068
201907,3659,28951,7078
201908,3642,28916,7090
201909,3606,28859,7111
201910,3607,28835,7129
201911,3614,28799,7147
201912,3610,28756,7170
202001,3596,28716,7183
202002,3581,28652,7223
202003,3567,28585,7257
202004,3569,28502,7288
202005,3554,28459,7286
202006,3554,28416,7288
202007,3530,28381,7296
202008,3524,28347,7317
202009,3516,28311,7321
202010,3506,28294,7341
202011,3521,28258,7354
202012,3505,28193,7379
202101,3467,28123,7403
202102,3441,28084,7425
202103,3409,28044,7451
202104,3404,27967,7486
202105,3407,27921,7511
202106,3410,27904,7496
202107,3411,27842,7511
202108,3398,27744,7559
202109,3369,27650,7601
202110,3361,27608,7617
202111,3363,27542,7638
202112,3334,27471,7644
202201,3328,27363,7672
202202,3299,27328,7686
202203,3258,27274,7716
202204,3224,27206,7727
202205,3201,27112,7726
202206,3191,27050,7731
202207,3193,26993,7728
202208,3155,26918,7751
