ym,0-14,15-64,65
201404,30083,155602,13528
201405,29977,155704,13553
201406,29916,155761,13580
201407,29856,155817,13616
201408,29771,155919,13728
201409,29681,155930,13849
201410,29637,155908,13957
201411,29600,155998,14047
201412,29573,156053,14124
201501,29433,156064,14242
201502,29338,156043,14364
201503,29216,155956,14476
201504,29120,155869,14610
201505,29024,155985,14672
201506,28946,156079,14714
201507,28818,156114,14766
201508,28723,156246,14845
201509,28612,156343,14969
201510,28502,156422,15083
201511,28357,156445,15201
201512,28234,156540,15321
201601,28129,156490,15436
201602,28099,156472,15545
201603,28021,156404,15686
201604,27956,156347,15806
201605,27894,156330,15922
201606,27813,156320,16017
201607,27839,156342,16132
201608,27765,156313,16287
201609,27693,156272,16428
201610,27654,156209,16573
201611,27637,156224,16735
201612,27600,156168,16934
201701,27562,156123,17075
201702,27489,156127,17217
201703,27471,156131,17357
201704,27476,156140,17475
201705,27479,156103,17614
201706,27406,156131,17686
201707,27368,156129,17751
201708,27375,156097,17859
201709,27323,155971,17998
201710,27272,155869,18144
201711,27240,155743,18307
201712,27195,155653,18461
201801,27190,155552,18571
201802,27114,155476,18668
201803,27111,155232,18837
201804,27027,155115,18965
201805,26977,154964,19064
201806,26927,154919,19175
201807,26857,154895,19292
201808,26854,154867,19446
201809,26813,154824,19584
201810,26713,154747,19713
201811,26704,154721,19811
201812,26665,154702,19965
201901,26658,154562,20143
201902,26635,154472,20320
201903,26570,154316,20502
201904,26557,154288,20601
201905,26540,154294,20696
201906,26523,154314,20810
201907,26559,154263,20931
201908,26452,154199,21077
201909,26413,154204,21223
201910,26353,154020,21379
201911,26322,153991,21558
201912,26258,153905,21720
202001,26202,153892,21932
202002,26239,153774,22122
202003,26251,153676,22314
202004,26201,153584,22442
202005,26172,153486,22570
202006,26112,153481,22686
202007,26116,153470,22813
202008,26049,153349,22992
202009,25934,153243,23167
202010,25917,153188,23342
202011,25895,153058,23490
202012,25889,152937,23630
202101,25885,152808,23843
202102,25876,152688,23977
202103,25852,152531,24161
202104,25827,152401,24279
202105,25764,152215,24431
202106,25711,152008,24539
202107,25606,151873,24652
202108,25524,151578,24871
202109,25437,151375,25091
202110,25297,151201,25227
202111,25264,151061,25363
202112,25233,150774,25482
202201,25200,150547,25592
202202,25170,150306,25798
202203,25095,149839,25931
202204,25019,149473,26013
202205,24883,148993,26088
202206,24764,148784,26152
202207,24755,148726,26241
202208,24686,148513,26374
