ym,0-14,15-64,65
201404,48552,320396,45174
201405,48664,320805,45410
201406,48579,320625,45603
201407,48607,320518,45764
201408,48598,320367,46043
201409,48580,320151,46342
201410,48558,319942,46638
201411,48489,319731,46979
201412,48454,319473,47299
201501,48407,319204,47666
201502,48262,318905,47888
201503,48120,318400,48325
201504,48003,318083,48595
201505,48020,317965,48772
201506,47829,317767,48932
201507,47768,317762,49074
201508,47636,317540,49325
201509,47591,317316,49674
201510,47421,317049,50049
201511,47208,316859,50400
201512,47073,316493,50738
201601,47000,316170,51186
201602,46953,315810,51471
201603,46877,315234,51798
201604,46801,315025,52050
201605,46841,314681,52336
201606,46749,314362,52598
201607,46746,314259,52936
201608,46714,314097,53316
201609,46683,313790,53747
201610,46638,313408,54186
201611,46636,313116,54591
201612,46535,312653,55078
201701,46359,312286,55545
201702,46256,311803,55893
201703,46081,311277,56263
201704,46000,310939,56581
201705,46028,310670,56918
201706,45920,310440,57129
201707,45960,310338,57378
201708,45835,310040,57708
201709,45789,309716,58036
201710,45751,309362,58520
201711,45670,308909,58984
201712,45674,308544,59372
201801,45552,307953,59786
201802,45489,307567,60145
201803,45383,307157,60470
201804,45262,306777,60818
201805,45225,306513,61091
201806,45109,306310,61335
201807,45009,306116,61640
201808,44851,305593,62009
201809,44799,305226,62414
201810,44757,304944,62844
201811,44713,304643,63262
201812,44645,304183,63658
201901,44566,303748,64012
201902,44514,303285,64486
201903,44303,302913,64898
201904,44247,302672,65179
201905,44269,302389,65474
201906,44170,302173,65758
201907,44132,302061,66028
201908,44064,302043,66333
201909,44100,302022,66690
201910,44082,301647,67127
201911,44034,301369,67534
201912,44021,301073,67975
202001,43963,300635,68469
202002,43883,300215,68965
202003,43748,299602,69403
202004,43714,299225,69776
202005,43647,298947,70059
202006,43482,298632,70325
202007,43404,298304,70609
202008,43295,297963,70893
202009,43176,297507,71236
202010,43079,297177,71618
202011,42951,296746,71969
202012,42807,296119,72288
202101,42679,295579,72576
202102,42598,295232,72919
202103,42415,294551,73308
202104,42360,294110,73562
202105,42325,293578,73746
202106,42345,293042,73848
202107,42214,292507,73933
202108,42106,291974,74392
202109,41897,291194,74819
202110,41756,290590,75018
202111,41595,289958,75204
202112,41447,289346,75347
202201,41292,288537,75536
202202,41146,287690,75858
202203,40860,286354,75769
202204,40546,284798,75742
202205,40412,284500,75949
202206,40327,284347,76152
202207,40319,284359,76381
202208,40240,284349,76707
