ym,0-14,15-64,65
201404,692,5387,1699
201405,680,5409,1690
201406,669,5411,1689
201407,671,5419,1688
201408,672,5421,1684
201409,674,5431,1684
201410,666,5429,1686
201411,673,5422,1681
201412,671,5412,1673
201501,666,5384,1680
201502,670,5370,1690
201503,667,5356,1688
201504,661,5325,1695
201505,650,5307,1694
201506,655,5309,1693
201507,649,5296,1693
201508,643,5290,1692
201509,639,5286,1684
201510,634,5272,1687
201511,633,5272,1686
201512,639,5255,1685
201601,631,5247,1687
201602,627,5231,1689
201603,627,5193,1693
201604,634,5170,1700
201605,617,5153,1700
201606,622,5148,1692
201607,621,5146,1691
201608,615,5135,1683
201609,613,5133,1685
201610,612,5125,1684
201611,610,5113,1689
201612,607,5103,1689
201701,600,5089,1692
201702,598,5090,1694
201703,594,5069,1695
201704,584,5055,1693
201705,581,5046,1691
201706,573,5034,1686
201707,568,5035,1683
201708,579,5024,1690
201709,580,5013,1690
201710,582,4997,1700
201711,578,4989,1703
201712,574,4985,1701
201801,575,4973,1702
201802,576,4963,1696
201803,581,4957,1702
201804,584,4969,1701
201805,571,4976,1699
201806,578,4978,1696
201807,574,4978,1688
201808,576,4977,1683
201809,570,4967,1679
201810,563,4957,1676
201811,565,4948,1684
201812,565,4928,1689
201901,567,4917,1682
201902,561,4907,1684
201903,554,4898,1690
201904,553,4886,1685
201905,551,4879,1686
201906,543,4872,1688
201907,537,4872,1691
201908,535,4852,1688
201909,539,4847,1683
201910,530,4832,1688
201911,527,4820,1692
201912,524,4805,1692
202001,520,4797,1691
202002,521,4798,1688
202003,513,4789,1692
202004,519,4767,1701
202005,525,4767,1702
202006,523,4764,1708
202007,523,4750,1710
202008,520,4743,1717
202009,506,4737,1713
202010,503,4726,1722
202011,501,4715,1728
202012,493,4701,1732
202101,488,4685,1732
202102,489,4677,1731
202103,476,4677,1733
202104,474,4655,1741
202105,469,4644,1740
202106,473,4625,1745
202107,469,4610,1749
202108,471,4613,1742
202109,464,4591,1756
202110,468,4573,1762
202111,463,4575,1764
202112,463,4566,1762
202201,460,4548,1773
202202,457,4538,1782
202203,445,4544,1780
202204,451,4541,1792
202205,451,4542,1797
202206,445,4527,1793
202207,438,4546,1798
202208,438,4537,1801
