ym,0-14,15-64,65
201404,597,2712,265
201405,601,2713,266
201406,609,2723,266
201407,615,2746,265
201408,616,2741,268
201409,611,2732,271
201410,611,2737,269
201411,607,2733,274
201412,606,2735,273
201501,612,2725,276
201502,617,2722,272
201503,603,2717,271
201504,608,2717,271
201505,603,2709,272
201506,596,2700,269
201507,605,2702,266
201508,601,2701,267
201509,596,2710,267
201510,599,2704,269
201511,605,2699,272
201512,604,2694,277
201601,597,2688,280
201602,600,2678,282
201603,598,2669,280
201604,592,2666,277
201605,595,2656,277
201606,592,2657,278
201607,591,2653,279
201608,596,2655,276
201609,600,2643,280
201610,603,2645,281
201611,599,2638,283
201612,603,2640,280
201701,603,2639,280
201702,606,2641,280
201703,602,2647,280
201704,597,2640,284
201705,596,2653,284
201706,595,2646,286
201707,594,2649,286
201708,601,2655,286
201709,596,2665,288
201710,589,2672,294
201711,592,2680,294
201712,582,2676,293
201801,584,2685,299
201802,574,2689,301
201803,582,2722,305
201804,581,2747,305
201805,574,2768,307
201806,582,2770,307
201807,585,2771,312
201808,585,2774,310
201809,579,2770,310
201810,578,2767,311
201811,571,2764,312
201812,562,2751,315
201901,556,2743,314
201902,547,2738,311
201903,536,2721,314
201904,535,2725,312
201905,538,2721,314
201906,535,2707,314
201907,530,2701,316
201908,534,2700,317
201909,529,2695,316
201910,536,2698,316
201911,528,2695,319
201912,531,2688,321
202001,535,2685,323
202002,543,2679,321
202003,533,2670,324
202004,526,2670,324
202005,522,2677,326
202006,524,2667,328
202007,530,2661,329
202008,536,2671,328
202009,538,2667,328
202010,537,2664,331
202011,543,2668,334
202012,547,2666,336
202101,549,2668,334
202102,557,2672,336
202103,555,2665,337
202104,549,2664,341
202105,547,2672,343
202106,543,2679,344
202107,550,2675,350
202108,548,2676,348
202109,547,2679,347
202110,549,2678,348
202111,553,2680,351
202112,557,2683,351
202201,559,2671,355
202202,562,2676,355
202203,564,2692,356
202204,561,2700,354
202205,563,2706,358
202206,559,2724,354
202207,555,2729,358
202208,560,2725,362
