ym,0-14,15-64,65
201404,18611,97843,15831
201405,18589,97864,15833
201406,18576,97928,15833
201407,18608,97962,15868
201408,18606,97937,15926
201409,18580,97867,16012
201410,18566,97844,16062
201411,18605,97838,16118
201412,18577,97851,16130
201501,18552,97825,16220
201502,18548,97829,16289
201503,18482,97754,16384
201504,18464,97692,16458
201505,18430,97721,16490
201506,18355,97768,16515
201507,18360,97723,16524
201508,18325,97682,16583
201509,18318,97742,16663
201510,18244,97714,16745
201511,18210,97685,16846
201512,18158,97593,16900
201601,18176,97547,16990
201602,18211,97451,17082
201603,18152,97361,17179
201604,18149,97411,17239
201605,18128,97455,17305
201606,18114,97443,17359
201607,18057,97406,17421
201608,18001,97350,17521
201609,17964,97343,17644
201610,17952,97327,17763
201611,17914,97275,17862
201612,17920,97228,17943
201701,17824,97108,18031
201702,17794,97069,18085
201703,17724,96964,18154
201704,17735,96948,18216
201705,17677,96845,18288
201706,17652,96883,18302
201707,17616,96778,18367
201708,17579,96745,18409
201709,17543,96659,18500
201710,17471,96622,18594
201711,17469,96601,18677
201712,17422,96568,18736
201801,17336,96437,18829
201802,17293,96378,18906
201803,17263,96378,18972
201804,17216,96293,19015
201805,17172,96183,19048
201806,17132,95923,19089
201807,17097,95744,19201
201808,17074,95633,19265
201809,17042,95516,19382
201810,17006,95535,19479
201811,16975,95490,19570
201812,16965,95466,19681
201901,16965,95302,19782
201902,16949,95164,19867
201903,16912,95073,19937
201904,16924,94977,20012
201905,16840,94935,20056
201906,16806,94855,20115
201907,16788,94811,20163
201908,16736,94767,20225
201909,16675,94636,20321
201910,16573,94558,20418
201911,16565,94431,20522
201912,16520,94347,20613
202001,16442,94212,20716
202002,16394,94048,20789
202003,16322,93859,20879
202004,16268,93712,20922
202005,16219,93625,20998
202006,16158,93529,21049
202007,16104,93455,21121
202008,16035,93387,21180
202009,15930,93259,21245
202010,15871,93141,21361
202011,15798,92999,21427
202012,15736,92878,21480
202101,15652,92710,21585
202102,15586,92577,21666
202103,15489,92348,21769
202104,15432,92178,21834
202105,15419,92103,21896
202106,15397,91896,21954
202107,15324,91714,22019
202108,15209,91461,22141
202109,15089,91216,22223
202110,15046,91088,22247
202111,14917,90909,22309
202112,14838,90741,22334
202201,14747,90481,22401
202202,14672,90228,22502
202203,14580,89848,22507
202204,14470,89596,22513
202205,14394,89507,22545
202206,14332,89355,22570
202207,14305,89278,22594
202208,14239,89215,22644
