ym,0-14,15-64,65
201404,2223,15208,4625
201405,2223,15187,4627
201406,2225,15170,4626
201407,2230,15151,4616
201408,2215,15141,4618
201409,2218,15125,4620
201410,2220,15108,4622
201411,2214,15095,4633
201412,2203,15071,4646
201501,2183,15050,4661
201502,2173,15027,4665
201503,2162,15010,4656
201504,2154,14967,4660
201505,2148,14948,4670
201506,2128,14933,4670
201507,2125,14922,4662
201508,2114,14893,4672
201509,2110,14879,4679
201510,2103,14858,4693
201511,2092,14854,4703
201512,2074,14828,4701
201601,2055,14812,4701
201602,2043,14790,4708
201603,2040,14767,4716
201604,2039,14741,4737
201605,2018,14723,4740
201606,2008,14710,4748
201607,1997,14693,4759
201608,1994,14691,4760
201609,1973,14660,4768
201610,1958,14640,4794
201611,1940,14611,4803
201612,1914,14593,4813
201701,1912,14558,4821
201702,1889,14544,4821
201703,1874,14532,4822
201704,1866,14514,4830
201705,1877,14492,4827
201706,1863,14494,4819
201707,1856,14466,4809
201708,1853,14450,4814
201709,1857,14433,4813
201710,1857,14405,4829
201711,1834,14402,4839
201712,1826,14371,4852
201801,1816,14369,4851
201802,1810,14360,4856
201803,1794,14351,4862
201804,1781,14340,4861
201805,1780,14312,4861
201806,1779,14296,4867
201807,1776,14288,4868
201808,1767,14269,4869
201809,1770,14235,4878
201810,1760,14228,4882
201811,1741,14210,4885
201812,1725,14169,4894
201901,1706,14147,4893
201902,1678,14139,4891
201903,1665,14135,4892
201904,1651,14119,4888
201905,1646,14108,4885
201906,1636,14093,4887
201907,1617,14075,4889
201908,1611,14051,4901
201909,1607,14009,4912
201910,1597,13993,4911
201911,1594,13977,4911
201912,1578,13940,4931
202001,1555,13911,4939
202002,1552,13872,4959
202003,1543,13847,4963
202004,1542,13825,4960
202005,1546,13813,4957
202006,1545,13798,4960
202007,1527,13785,4965
202008,1519,13768,4963
202009,1517,13736,4970
202010,1504,13710,4976
202011,1506,13698,4975
202012,1493,13682,4977
202101,1467,13647,4985
202102,1453,13624,4985
202103,1450,13599,4978
202104,1445,13559,4989
202105,1433,13538,4988
202106,1432,13515,5004
202107,1426,13483,5013
202108,1420,13446,5026
202109,1422,13423,5037
202110,1434,13391,5047
202111,1418,13352,5058
202112,1406,13317,5065
202201,1381,13258,5077
202202,1373,13205,5102
202203,1358,13178,5096
202204,1352,13127,5099
202205,1347,13115,5098
202206,1346,13091,5082
202207,1343,13078,5084
202208,1337,13053,5077
