ym,0-14,15-64,65
201404,10088,49442,5002
201405,10039,49470,5007
201406,10016,49504,5029
201407,10006,49557,5048
201408,9967,49660,5083
201409,9960,49665,5120
201410,9928,49719,5146
201411,9902,49737,5184
201412,9898,49787,5213
201501,9883,49854,5255
201502,9856,49894,5296
201503,9808,49968,5317
201504,9771,49971,5362
201505,9724,50041,5358
201506,9723,50114,5382
201507,9687,50212,5394
201508,9657,50262,5429
201509,9608,50317,5444
201510,9557,50354,5485
201511,9509,50328,5522
201512,9469,50366,5545
201601,9443,50376,5611
201602,9429,50385,5664
201603,9431,50382,5702
201604,9393,50381,5734
201605,9383,50408,5741
201606,9361,50418,5775
201607,9353,50437,5818
201608,9349,50455,5857
201609,9336,50437,5904
201610,9330,50426,5945
201611,9293,50456,5989
201612,9302,50485,6026
201701,9287,50492,6067
201702,9296,50461,6116
201703,9305,50500,6152
201704,9264,50493,6172
201705,9278,50520,6209
201706,9234,50532,6237
201707,9253,50583,6271
201708,9238,50699,6315
201709,9226,50738,6355
201710,9209,50731,6413
201711,9218,50760,6461
201712,9196,50794,6506
201801,9204,50771,6567
201802,9180,50725,6616
201803,9217,50734,6664
201804,9188,50766,6671
201805,9168,50797,6706
201806,9128,50785,6740
201807,9110,50715,6788
201808,9096,50732,6832
201809,9074,50733,6862
201810,9048,50710,6919
201811,9029,50730,6971
201812,9014,50734,7027
201901,8976,50684,7061
201902,8991,50735,7109
201903,8989,50712,7151
201904,8981,50722,7199
201905,8986,50740,7227
201906,8960,50765,7255
201907,8935,50735,7295
201908,8938,50735,7316
201909,8918,50779,7349
201910,8883,50781,7405
201911,8889,50771,7469
201912,8857,50737,7525
202001,8819,50705,7581
202002,8797,50639,7636
202003,8802,50619,7661
202004,8797,50622,7705
202005,8777,50625,7741
202006,8768,50632,7769
202007,8716,50609,7794
202008,8682,50634,7840
202009,8681,50657,7884
202010,8653,50636,7960
202011,8617,50625,7993
202012,8579,50588,8046
202101,8536,50576,8099
202102,8501,50535,8131
202103,8504,50521,8181
202104,8477,50572,8188
202105,8432,50543,8223
202106,8410,50535,8273
202107,8397,50578,8322
202108,8370,50608,8357
202109,8367,50709,8400
202110,8381,50653,8451
202111,8353,50638,8480
202112,8326,50616,8504
202201,8288,50525,8558
202202,8264,50446,8611
202203,8255,50355,8643
202204,8225,50289,8658
202205,8208,50350,8705
202206,8179,50424,8734
202207,8189,50524,8743
202208,8159,50605,8796
