ym,0-14,15-64,65
201404,30572,141219,19575
201405,30390,141223,19594
201406,30249,141177,19621
201407,30136,141048,19671
201408,29985,140859,19797
201409,29843,140593,19924
201410,29717,140569,20030
201411,29586,140516,20134
201412,29527,140474,20232
201501,29467,140416,20360
201502,29366,140343,20449
201503,29337,140218,20531
201504,29291,140125,20609
201505,29141,140040,20648
201506,29070,139944,20694
201507,28902,139650,20708
201508,28757,139472,20802
201509,28561,139358,20918
201510,28385,139391,21021
201511,28248,139364,21163
201512,28200,139385,21280
201601,28101,139241,21455
201602,28048,139131,21593
201603,27983,138936,21671
201604,27903,138820,21747
201605,27821,138664,21836
201606,27766,138575,21954
201607,27708,138422,22081
201608,27644,138128,22211
201609,27582,137923,22367
201610,27538,137807,22519
201611,27426,137600,22655
201612,27454,137575,22805
201701,27438,137503,22983
201702,27482,137315,23077
201703,27512,137158,23168
201704,27470,137148,23267
201705,27324,136955,23354
201706,27264,136775,23405
201707,27228,136531,23503
201708,27162,136334,23595
201709,27034,136177,23748
201710,26952,136023,23933
201711,26846,135904,24071
201712,26794,135866,24181
201801,26746,135714,24353
201802,26739,135521,24502
201803,26787,135307,24609
201804,26711,135237,24648
201805,26661,135158,24756
201806,26633,135082,24848
201807,26575,134855,24966
201808,26475,134711,25067
201809,26368,134551,25195
201810,26332,134428,25357
201811,26306,134268,25508
201812,26350,134235,25665
201901,26377,134162,25823
201902,26370,134052,25981
201903,26358,133892,26098
201904,26286,133829,26148
201905,26230,133703,26224
201906,26195,133581,26281
201907,26179,133472,26362
201908,26201,133371,26476
201909,26117,133233,26617
201910,26075,133103,26818
201911,26034,132917,27009
201912,26030,132836,27143
202001,26004,132591,27308
202002,26021,132421,27394
202003,26037,132242,27488
202004,26006,132164,27579
202005,25898,132003,27665
202006,25863,131837,27772
202007,25855,131571,27893
202008,25830,131394,28005
202009,25750,131148,28174
202010,25726,131035,28342
202011,25730,130875,28467
202012,25729,130677,28552
202101,25664,130409,28690
202102,25661,130188,28790
202103,25614,129894,28921
202104,25616,129726,28968
202105,25534,129521,29062
202106,25494,129283,29148
202107,25478,128981,29230
202108,25417,128562,29357
202109,25405,128158,29503
202110,25349,127928,29583
202111,25299,127641,29673
202112,25327,127428,29734
202201,25227,126977,29878
202202,25191,126596,30039
202203,25178,126155,30084
202204,25067,125608,30118
202205,24895,125316,30198
202206,24825,125138,30249
202207,24816,124903,30334
202208,24766,124760,30451
