ym,0-14,15-64,65
201404,854,6309,1719
201405,853,6319,1718
201406,845,6322,1725
201407,846,6319,1724
201408,842,6320,1739
201409,847,6318,1743
201410,862,6359,1751
201411,867,6358,1758
201412,862,6376,1763
201501,856,6368,1767
201502,840,6366,1770
201503,825,6341,1783
201504,821,6327,1794
201505,815,6327,1797
201506,820,6337,1791
201507,817,6325,1801
201508,812,6322,1806
201509,807,6321,1805
201510,808,6301,1808
201511,805,6289,1808
201512,805,6276,1812
201601,798,6260,1823
201602,796,6240,1828
201603,789,6245,1829
201604,787,6243,1829
201605,782,6227,1834
201606,780,6218,1839
201607,775,6200,1854
201608,770,6189,1857
201609,772,6189,1861
201610,774,6184,1860
201611,768,6192,1869
201612,764,6203,1871
201701,759,6186,1880
201702,764,6173,1886
201703,763,6158,1898
201704,760,6150,1901
201705,762,6134,1903
201706,748,6125,1900
201707,753,6122,1904
201708,752,6124,1914
201709,746,6113,1922
201710,752,6114,1926
201711,749,6107,1933
201712,745,6107,1935
201801,755,6093,1943
201802,750,6080,1937
201803,740,6077,1941
201804,752,6073,1942
201805,754,6072,1939
201806,760,6061,1940
201807,768,6059,1938
201808,760,6049,1941
201809,759,6043,1945
201810,764,6027,1950
201811,762,6022,1958
201812,766,5993,1965
201901,764,5982,1965
201902,748,5962,1976
201903,741,5948,1983
201904,747,5937,1986
201905,750,5929,1985
201906,747,5916,1989
201907,745,5907,1990
201908,740,5889,1994
201909,736,5872,1991
201910,733,5867,1999
201911,737,5858,2003
201912,738,5840,2005
202001,733,5837,2006
202002,732,5822,2007
202003,722,5796,2004
202004,722,5777,2009
202005,720,5764,2017
202006,719,5745,2015
202007,718,5740,2010
202008,711,5722,2017
202009,707,5699,2025
202010,704,5691,2030
202011,697,5678,2041
202012,683,5667,2048
202101,680,5647,2055
202102,679,5632,2058
202103,660,5620,2059
202104,663,5600,2066
202105,666,5587,2071
202106,662,5578,2080
202107,661,5557,2087
202108,660,5548,2096
202109,664,5528,2102
202110,664,5516,2107
202111,661,5513,2105
202112,650,5505,2109
202201,645,5494,2114
202202,642,5475,2123
202203,639,5460,2127
202204,642,5441,2130
202205,635,5442,2132
202206,639,5419,2131
202207,639,5422,2119
202208,638,5400,2124
