ym,0-14,15-64,65
201404,3812,22554,3871
201405,3793,22592,3869
201406,3782,22610,3863
201407,3782,22643,3858
201408,3782,22636,3865
201409,3781,22614,3886
201410,3763,22636,3892
201411,3752,22634,3903
201412,3735,22669,3894
201501,3705,22684,3886
201502,3695,22697,3900
201503,3672,22687,3919
201504,3666,22716,3925
201505,3646,22723,3927
201506,3639,22725,3912
201507,3627,22783,3905
201508,3598,22788,3918
201509,3578,22786,3923
201510,3573,22802,3930
201511,3553,22786,3968
201512,3558,22780,3993
201601,3550,22776,4001
201602,3540,22771,4011
201603,3552,22773,4035
201604,3569,22773,4043
201605,3560,22797,4058
201606,3574,22803,4066
201607,3549,22805,4075
201608,3550,22806,4102
201609,3552,22779,4131
201610,3555,22788,4130
201611,3547,22766,4152
201612,3540,22749,4158
201701,3520,22739,4168
201702,3520,22724,4178
201703,3537,22730,4179
201704,3529,22735,4198
201705,3529,22736,4213
201706,3534,22752,4221
201707,3532,22766,4231
201708,3529,22770,4254
201709,3521,22781,4279
201710,3508,22755,4302
201711,3517,22745,4315
201712,3499,22739,4326
201801,3488,22716,4337
201802,3489,22706,4360
201803,3478,22684,4378
201804,3483,22692,4377
201805,3479,22674,4379
201806,3467,22692,4385
201807,3468,22709,4409
201808,3483,22682,4422
201809,3461,22649,4435
201810,3444,22633,4445
201811,3425,22611,4474
201812,3412,22569,4502
201901,3409,22538,4516
201902,3407,22497,4543
201903,3404,22468,4567
201904,3401,22461,4572
201905,3414,22418,4585
201906,3401,22417,4588
201907,3400,22438,4607
201908,3392,22435,4612
201909,3387,22447,4620
201910,3379,22436,4625
201911,3364,22420,4641
201912,3356,22396,4661
202001,3333,22370,4672
202002,3348,22359,4685
202003,3338,22309,4714
202004,3352,22300,4734
202005,3348,22307,4738
202006,3345,22293,4746
202007,3337,22290,4773
202008,3321,22270,4795
202009,3320,22259,4813
202010,3318,22255,4812
202011,3326,22227,4832
202012,3322,22210,4842
202101,3307,22179,4853
202102,3302,22162,4864
202103,3302,22124,4889
202104,3288,22109,4897
202105,3280,22106,4915
202106,3274,22088,4924
202107,3268,22074,4944
202108,3242,22003,4973
202109,3239,21975,4999
202110,3225,21931,5010
202111,3201,21899,5025
202112,3193,21903,5009
202201,3180,21868,5041
202202,3176,21799,5085
202203,3170,21751,5095
202204,3174,21703,5097
202205,3188,21683,5112
202206,3187,21659,5115
202207,3193,21653,5139
202208,3179,21633,5152
