ym,0-14,15-64,65
201404,1567,10266,2897
201405,1551,10237,2896
201406,1542,10232,2895
201407,1526,10217,2899
201408,1523,10216,2907
201409,1509,10216,2911
201410,1488,10218,2917
201411,1482,10204,2919
201412,1466,10187,2908
201501,1465,10168,2904
201502,1467,10156,2911
201503,1464,10143,2917
201504,1464,10117,2928
201505,1455,10109,2928
201506,1436,10089,2930
201507,1425,10078,2921
201508,1407,10054,2925
201509,1407,10045,2934
201510,1406,10062,2931
201511,1398,10064,2928
201512,1402,10063,2923
201601,1392,10070,2925
201602,1393,10061,2930
201603,1385,10038,2937
201604,1381,10039,2935
201605,1377,10033,2947
201606,1361,10031,2949
201607,1352,10006,2955
201608,1341,9999,2962
201609,1336,9987,2964
201610,1334,9978,2970
201611,1325,9978,2979
201612,1328,9968,2985
201701,1328,9953,2990
201702,1317,9929,2994
201703,1313,9909,2995
201704,1327,9901,3005
201705,1325,9879,3003
201706,1322,9871,3001
201707,1303,9868,3007
201708,1296,9865,3008
201709,1285,9871,3003
201710,1278,9883,3004
201711,1278,9886,3008
201712,1275,9874,3002
201801,1266,9852,3018
201802,1258,9848,3029
201803,1269,9821,3048
201804,1276,9805,3053
201805,1279,9778,3053
201806,1268,9774,3055
201807,1265,9767,3057
201808,1250,9743,3053
201809,1257,9722,3059
201810,1254,9694,3073
201811,1243,9691,3086
201812,1239,9676,3082
201901,1226,9656,3089
201902,1224,9627,3108
201903,1231,9613,3113
201904,1230,9594,3110
201905,1219,9584,3099
201906,1223,9563,3112
201907,1228,9543,3112
201908,1222,9528,3118
201909,1209,9501,3125
201910,1205,9491,3124
201911,1197,9463,3134
201912,1194,9434,3141
202001,1195,9406,3149
202002,1185,9402,3151
202003,1184,9383,3161
202004,1189,9355,3174
202005,1188,9344,3182
202006,1182,9327,3187
202007,1179,9303,3183
202008,1167,9282,3193
202009,1160,9264,3207
202010,1158,9257,3230
202011,1153,9231,3246
202012,1144,9213,3245
202101,1138,9203,3242
202102,1133,9177,3255
202103,1125,9160,3261
202104,1117,9138,3263
202105,1111,9125,3270
202106,1113,9106,3280
202107,1104,9088,3291
202108,1101,9053,3290
202109,1092,9023,3301
202110,1073,9004,3314
202111,1068,8977,3324
202112,1072,8945,3325
202201,1070,8908,3331
202202,1067,8867,3341
202203,1064,8839,3351
202204,1061,8825,3354
202205,1063,8815,3358
202206,1069,8796,3360
202207,1058,8776,3358
202208,1049,8772,3359
