ym,0-14,15-64,65
201404,3158,20266,6589
201405,3148,20262,6577
201406,3136,20243,6577
201407,3119,20205,6572
201408,3104,20196,6575
201409,3089,20177,6592
201410,3076,20153,6597
201411,3054,20140,6595
201412,3052,20092,6587
201501,3040,20062,6608
201502,3026,20036,6609
201503,3007,20032,6596
201504,2966,20004,6598
201505,2945,19991,6592
201506,2943,19973,6584
201507,2902,19967,6578
201508,2877,19945,6577
201509,2877,19889,6606
201510,2859,19856,6610
201511,2840,19851,6624
201512,2827,19823,6621
201601,2806,19771,6659
201602,2801,19739,6667
201603,2780,19712,6686
201604,2763,19684,6682
201605,2739,19653,6680
201606,2726,19615,6682
201607,2705,19606,6666
201608,2688,19583,6663
201609,2682,19566,6676
201610,2655,19551,6686
201611,2635,19524,6697
201612,2617,19509,6693
201701,2603,19466,6709
201702,2584,19445,6718
201703,2582,19402,6733
201704,2574,19398,6737
201705,2579,19376,6755
201706,2592,19365,6756
201707,2574,19336,6743
201708,2572,19328,6742
201709,2564,19294,6747
201710,2567,19272,6757
201711,2558,19233,6773
201712,2545,19201,6774
201801,2546,19166,6784
201802,2532,19119,6787
201803,2519,19082,6798
201804,2497,19064,6795
201805,2491,19036,6797
201806,2475,19016,6803
201807,2474,18955,6817
201808,2464,18926,6804
201809,2441,18935,6799
201810,2426,18920,6806
201811,2411,18912,6817
201812,2388,18897,6820
201901,2376,18869,6828
201902,2373,18820,6840
201903,2370,18791,6846
201904,2357,18768,6840
201905,2359,18737,6844
201906,2363,18694,6852
201907,2351,18654,6854
201908,2336,18612,6870
201909,2323,18560,6884
201910,2309,18534,6901
201911,2302,18494,6921
201912,2302,18439,6947
202001,2310,18384,6962
202002,2308,18344,6976
202003,2291,18330,6981
202004,2296,18297,6983
202005,2280,18249,7004
202006,2268,18219,7005
202007,2249,18205,7015
202008,2237,18161,7014
202009,2223,18128,7025
202010,2203,18089,7042
202011,2178,18063,7053
202012,2164,18009,7072
202101,2153,17981,7080
202102,2154,17944,7087
202103,2135,17893,7106
202104,2132,17857,7106
202105,2132,17836,7091
202106,2142,17792,7087
202107,2128,17759,7091
202108,2123,17671,7102
202109,2091,17628,7111
202110,2087,17596,7115
202111,2085,17540,7114
202112,2072,17497,7124
202201,2069,17464,7136
202202,2062,17414,7151
202203,2061,17350,7142
202204,2057,17303,7153
202205,2056,17277,7148
202206,2047,17249,7145
202207,2044,17200,7155
202208,2029,17181,7157
