ym,0-14,15-64,65
201404,2627,16624,4421
201405,2615,16624,4410
201406,2610,16622,4409
201407,2595,16632,4402
201408,2588,16622,4412
201409,2580,16636,4416
201410,2548,16633,4421
201411,2561,16624,4428
201412,2568,16616,4424
201501,2583,16604,4426
201502,2593,16561,4433
201503,2564,16530,4451
201504,2533,16528,4466
201505,2544,16536,4456
201506,2534,16534,4450
201507,2513,16517,4436
201508,2499,16508,4430
201509,2491,16493,4425
201510,2473,16463,4437
201511,2463,16453,4445
201512,2473,16445,4447
201601,2503,16430,4445
201602,2506,16433,4445
201603,2523,16401,4433
201604,2481,16385,4447
201605,2465,16357,4449
201606,2452,16359,4448
201607,2435,16342,4459
201608,2420,16311,4475
201609,2388,16296,4481
201610,2383,16293,4485
201611,2395,16281,4496
201612,2407,16278,4487
201701,2427,16246,4493
201702,2452,16236,4501
201703,2447,16232,4500
201704,2389,16227,4510
201705,2356,16212,4513
201706,2335,16211,4512
201707,2324,16195,4514
201708,2328,16207,4513
201709,2321,16196,4529
201710,2310,16192,4524
201711,2295,16162,4530
201712,2304,16136,4534
201801,2326,16129,4531
201802,2332,16123,4528
201803,2317,16094,4536
201804,2286,16094,4535
201805,2278,16124,4533
201806,2259,16103,4530
201807,2242,16112,4528
201808,2237,16098,4537
201809,2231,16071,4547
201810,2208,16053,4549
201811,2181,16021,4553
201812,2182,15997,4553
201901,2202,15951,4560
201902,2229,15926,4562
201903,2174,15921,4562
201904,2156,15902,4553
201905,2144,15887,4552
201906,2132,15865,4541
201907,2110,15833,4533
201908,2092,15788,4533
201909,2087,15750,4545
201910,2067,15737,4547
201911,2046,15712,4557
201912,2031,15693,4575
202001,2045,15665,4598
202002,2096,15664,4589
202003,2069,15629,4593
202004,2042,15618,4598
202005,2042,15617,4601
202006,2040,15608,4611
202007,2034,15584,4606
202008,2027,15559,4622
202009,2017,15528,4633
202010,1976,15518,4652
202011,1986,15498,4664
202012,1987,15482,4673
202101,2008,15464,4682
202102,2026,15433,4704
202103,1997,15415,4693
202104,1973,15387,4712
202105,1970,15365,4706
202106,1976,15365,4697
202107,1955,15340,4701
202108,1948,15300,4725
202109,1880,15254,4737
202110,1836,15230,4726
202111,1830,15224,4726
202112,1822,15213,4722
202201,1827,15199,4743
202202,1845,15172,4751
202203,1825,15137,4738
202204,1818,15132,4732
202205,1798,15075,4733
202206,1783,15079,4723
202207,1758,15039,4730
202208,1744,15004,4737
