ym,0-14,15-64,65
201404,326,2979,994
201405,323,2991,994
201406,322,2989,993
201407,326,2984,989
201408,331,2975,990
201409,333,2971,993
201410,335,2969,995
201411,327,2973,996
201412,327,2967,998
201501,327,2953,1003
201502,324,2945,1008
201503,319,2939,1008
201504,311,2937,1012
201505,308,2932,1013
201506,307,2931,1008
201507,307,2922,1005
201508,305,2917,1006
201509,301,2913,1007
201510,293,2908,1007
201511,295,2898,1016
201512,292,2887,1017
201601,291,2881,1023
201602,286,2879,1024
201603,285,2881,1020
201604,274,2873,1018
201605,272,2860,1020
201606,268,2849,1021
201607,267,2849,1022
201608,265,2841,1026
201609,266,2836,1034
201610,258,2821,1035
201611,255,2819,1035
201612,254,2818,1035
201701,248,2819,1034
201702,249,2806,1036
201703,243,2809,1035
201704,243,2802,1037
201705,241,2798,1038
201706,240,2796,1041
201707,233,2788,1040
201708,234,2786,1034
201709,232,2781,1035
201710,230,2775,1038
201711,228,2768,1042
201712,222,2776,1040
201801,218,2772,1039
201802,220,2771,1036
201803,211,2762,1043
201804,211,2756,1041
201805,211,2760,1039
201806,209,2756,1038
201807,211,2759,1036
201808,214,2753,1034
201809,213,2754,1033
201810,212,2749,1038
201811,214,2751,1037
201812,211,2746,1038
201901,211,2740,1038
201902,210,2736,1040
201903,209,2736,1044
201904,212,2723,1045
201905,210,2716,1044
201906,207,2710,1045
201907,204,2698,1045
201908,203,2691,1050
201909,205,2678,1051
201910,206,2674,1050
201911,204,2666,1048
201912,199,2646,1055
202001,195,2632,1048
202002,189,2625,1048
202003,180,2617,1051
202004,178,2593,1065
202005,179,2578,1071
202006,180,2569,1071
202007,176,2555,1072
202008,173,2544,1078
202009,172,2537,1080
202010,171,2526,1080
202011,170,2519,1086
202012,171,2513,1084
202101,169,2503,1093
202102,166,2499,1093
202103,158,2495,1093
202104,158,2488,1090
202105,163,2487,1091
202106,163,2486,1089
202107,161,2465,1094
202108,157,2446,1098
202109,157,2438,1100
202110,157,2429,1098
202111,157,2419,1102
202112,154,2413,1101
202201,157,2404,1101
202202,157,2387,1105
202203,156,2387,1104
202204,156,2388,1100
202205,155,2373,1106
202206,153,2367,1107
202207,155,2356,1110
202208,157,2344,1119
