ym,0-14,15-64,65
201404,26461,122015,17734
201405,26365,122058,17768
201406,26364,122116,17789
201407,26270,122137,17821
201408,26215,122144,17875
201409,26196,122204,17954
201410,26141,122197,18071
201411,26070,122244,18141
201412,26015,122202,18241
201501,26002,122115,18355
201502,25972,122144,18408
201503,25985,122105,18521
201504,25891,122154,18571
201505,25866,122119,18610
201506,25844,122176,18645
201507,25775,122167,18677
201508,25718,122153,18752
201509,25653,122142,18840
201510,25573,122163,18966
201511,25523,122166,19056
201512,25420,122136,19193
201601,25330,122085,19314
201602,25272,122032,19401
201603,25239,121944,19496
201604,25233,121954,19581
201605,25219,121890,19657
201606,25148,121843,19746
201607,25096,121884,19814
201608,25072,121824,19898
201609,25020,121701,19997
201610,25002,121706,20110
201611,24936,121610,20231
201612,24933,121506,20339
201701,24884,121454,20462
201702,24877,121459,20551
201703,24804,121396,20615
201704,24758,121350,20714
201705,24733,121332,20799
201706,24750,121221,20823
201707,24702,121213,20891
201708,24688,121133,21009
201709,24666,121053,21067
201710,24617,120978,21172
201711,24610,120899,21285
201712,24611,120881,21387
201801,24634,120824,21498
201802,24583,120792,21594
201803,24629,120677,21701
201804,24617,120616,21769
201805,24585,120623,21814
201806,24553,120622,21872
201807,24502,120560,21948
201808,24457,120466,22041
201809,24400,120378,22144
201810,24345,120261,22261
201811,24327,120225,22402
201812,24322,120154,22549
201901,24306,120083,22668
201902,24334,119989,22791
201903,24301,119916,22909
201904,24290,119833,22995
201905,24238,119753,23081
201906,24183,119655,23131
201907,24211,119580,23203
201908,24167,119485,23277
201909,24122,119378,23380
201910,24059,119291,23527
201911,24041,119135,23667
201912,24022,119061,23792
202001,23954,118939,23919
202002,23945,118778,24050
202003,23946,118674,24182
202004,23878,118525,24285
202005,23820,118436,24387
202006,23778,118340,24476
202007,23737,118214,24519
202008,23680,118073,24640
202009,23591,117854,24768
202010,23537,117746,24916
202011,23494,117562,25020
202012,23472,117444,25137
202101,23435,117322,25258
202102,23403,117257,25324
202103,23350,117039,25449
202104,23349,116852,25544
202105,23358,116719,25657
202106,23353,116568,25746
202107,23270,116430,25829
202108,23183,116196,25967
202109,23072,115939,26075
202110,23013,115832,26172
202111,22993,115601,26272
202112,22942,115413,26371
202201,22880,115264,26447
202202,22817,115038,26537
202203,22750,114757,26588
202204,22655,114372,26654
202205,22570,114063,26709
202206,22523,113930,26729
202207,22477,113896,26793
202208,22422,113798,26872
