ym,0-14,15-64,65
201404,39680,195443,22261
201405,39648,195750,22290
201406,39546,195925,22364
201407,39513,196143,22450
201408,39396,196441,22533
201409,39410,196615,22676
201410,39396,196733,22819
201411,39358,196791,22956
201412,39446,197186,23110
201501,39476,197350,23291
201502,39517,197530,23390
201503,39585,197970,23564
201504,39600,198162,23725
201505,39637,198427,23813
201506,39668,198665,23871
201507,39622,199039,23950
201508,39705,199557,24082
201509,39578,199974,24243
201510,39581,200272,24412
201511,39593,200519,24584
201512,39644,200769,24746
201601,39620,200936,24941
201602,39614,201036,25139
201603,39692,201075,25296
201604,39681,201326,25444
201605,39766,201627,25585
201606,39820,201947,25720
201607,39922,202269,25903
201608,40039,202567,26034
201609,40104,202735,26238
201610,40169,203029,26470
201611,40184,203295,26712
201612,40245,203414,26888
201701,40211,203524,27112
201702,40302,203601,27318
201703,40325,203755,27489
201704,40283,203945,27655
201705,40327,204130,27812
201706,40334,204363,27912
201707,40363,204507,28019
201708,40498,204738,28183
201709,40535,204889,28350
201710,40508,205087,28536
201711,40472,205236,28789
201712,40510,205321,28988
201801,40606,205404,29197
201802,40578,205520,29393
201803,40643,205673,29598
201804,40648,205717,29715
201805,40719,205874,29845
201806,40758,205972,29995
201807,40848,206146,30157
201808,40888,206252,30330
201809,40866,206399,30512
201810,40895,206457,30744
201811,40909,206645,31051
201812,40950,207004,31343
201901,41084,207278,31607
201902,41103,207320,31843
201903,41136,207409,32042
201904,41150,207497,32223
201905,41202,207601,32335
201906,41210,207694,32472
201907,41304,207821,32617
201908,41364,208137,32789
201909,41408,208423,32973
201910,41401,208513,33178
201911,41382,208493,33437
201912,41337,208589,33695
202001,41305,208533,33917
202002,41326,208519,34163
202003,41370,208657,34400
202004,41402,208695,34544
202005,41439,208737,34741
202006,41493,208772,34934
202007,41502,208804,35075
202008,41509,208870,35274
202009,41602,208908,35471
202010,41610,208879,35719
202011,41652,208990,35942
202012,41751,209445,36148
202101,41787,209586,36376
202102,41821,209835,36546
202103,41903,210028,36774
202104,41978,210144,36982
202105,42014,210236,37184
202106,41970,210293,37320
202107,41936,210438,37456
202108,41904,210462,37716
202109,41889,210512,37952
202110,41821,210399,38127
202111,41802,210291,38330
202112,41889,210281,38483
202201,41961,210316,38701
202202,41934,210066,38928
202203,42011,209916,39009
202204,41915,209603,39169
202205,41809,209302,39260
202206,41842,209559,39384
202207,41901,210096,39543
202208,42078,210656,39736
