ym,0-14,15-64,65
201404,2065,11236,2251
201405,2044,11230,2249
201406,2023,11236,2250
201407,2007,11240,2252
201408,1981,11242,2253
201409,1959,11224,2260
201410,1949,11216,2267
201411,1943,11216,2275
201412,1933,11194,2278
201501,1928,11177,2286
201502,1910,11167,2294
201503,1889,11151,2300
201504,1884,11149,2311
201505,1874,11126,2315
201506,1864,11126,2319
201507,1868,11132,2321
201508,1843,11148,2332
201509,1821,11137,2340
201510,1808,11127,2352
201511,1804,11132,2359
201512,1806,11129,2360
201601,1802,11111,2364
201602,1787,11101,2383
201603,1787,11116,2384
201604,1791,11098,2389
201605,1789,11076,2397
201606,1791,11065,2396
201607,1779,11060,2402
201608,1764,11043,2413
201609,1756,11043,2426
201610,1746,11033,2437
201611,1732,11013,2447
201612,1718,10990,2466
201701,1712,10981,2475
201702,1710,10965,2488
201703,1699,10952,2489
201704,1692,10942,2493
201705,1688,10935,2503
201706,1681,10918,2505
201707,1667,10903,2517
201708,1664,10895,2525
201709,1650,10892,2530
201710,1644,10862,2548
201711,1635,10866,2552
201712,1635,10876,2555
201801,1618,10872,2556
201802,1615,10868,2549
201803,1604,10869,2555
201804,1604,10855,2566
201805,1604,10839,2573
201806,1594,10820,2586
201807,1580,10823,2580
201808,1579,10821,2588
201809,1571,10805,2597
201810,1572,10786,2610
201811,1574,10758,2635
201812,1569,10740,2647
201901,1555,10716,2659
201902,1552,10698,2673
201903,1546,10672,2682
201904,1537,10666,2691
201905,1535,10631,2699
201906,1540,10618,2696
201907,1533,10611,2700
201908,1519,10593,2700
201909,1512,10571,2710
201910,1512,10577,2713
201911,1508,10561,2723
201912,1487,10543,2728
202001,1477,10516,2749
202002,1469,10504,2755
202003,1454,10481,2767
202004,1457,10460,2778
202005,1460,10446,2785
202006,1451,10453,2785
202007,1446,10446,2788
202008,1437,10425,2799
202009,1435,10407,2809
202010,1431,10408,2820
202011,1430,10397,2837
202012,1430,10389,2851
202101,1410,10359,2868
202102,1405,10349,2869
202103,1402,10326,2879
202104,1390,10310,2879
202105,1386,10273,2890
202106,1373,10263,2901
202107,1371,10255,2906
202108,1361,10229,2912
202109,1357,10224,2914
202110,1348,10201,2923
202111,1348,10170,2932
202112,1343,10125,2951
202201,1339,10086,2959
202202,1340,10057,2980
202203,1316,10001,2986
202204,1321,9990,2989
202205,1318,9967,3001
202206,1315,9940,3007
202207,1310,9933,3013
202208,1288,9905,3018
