ym,0-14,15-64,65
201404,5681,26911,4367
201405,5650,26925,4367
201406,5645,26945,4355
201407,5650,26984,4366
201408,5640,27053,4372
201409,5632,27031,4391
201410,5579,27059,4399
201411,5541,27084,4403
201412,5544,27088,4406
201501,5524,27118,4413
201502,5518,27153,4418
201503,5478,27166,4434
201504,5459,27175,4451
201505,5425,27202,4454
201506,5368,27221,4447
201507,5348,27259,4450
201508,5358,27293,4463
201509,5331,27331,4471
201510,5311,27369,4486
201511,5306,27394,4502
201512,5299,27382,4531
201601,5259,27397,4562
201602,5243,27405,4575
201603,5226,27430,4587
201604,5220,27458,4591
201605,5219,27505,4601
201606,5194,27513,4616
201607,5207,27547,4619
201608,5210,27591,4630
201609,5197,27620,4657
201610,5185,27608,4692
201611,5180,27637,4706
201612,5152,27628,4717
201701,5142,27663,4731
201702,5123,27668,4746
201703,5119,27690,4759
201704,5108,27692,4786
201705,5091,27692,4801
201706,5069,27708,4803
201707,5056,27749,4810
201708,5042,27799,4820
201709,5035,27852,4825
201710,5023,27838,4853
201711,5016,27873,4855
201712,5014,27878,4889
201801,5011,27905,4914
201802,5035,27941,4931
201803,5052,27957,4942
201804,5017,27943,4948
201805,5008,27991,4952
201806,4987,28020,4956
201807,4980,28053,4965
201808,4979,28095,4978
201809,4962,28099,5007
201810,4958,28074,5016
201811,4966,28056,5021
201812,4934,28103,5032
201901,4949,28117,5050
201902,4936,28120,5068
201903,4931,28119,5082
201904,4925,28119,5093
201905,4891,28129,5100
201906,4894,28150,5122
201907,4921,28186,5118
201908,4903,28185,5134
201909,4920,28158,5157
201910,4927,28153,5171
201911,4918,28165,5204
201912,4926,28154,5221
202001,4909,28154,5244
202002,4909,28168,5263
202003,4879,28148,5291
202004,4872,28170,5300
202005,4869,28187,5326
202006,4854,28214,5340
202007,4856,28233,5347
202008,4865,28235,5353
202009,4882,28222,5371
202010,4881,28219,5416
202011,4862,28225,5429
202012,4882,28207,5447
202101,4881,28180,5476
202102,4892,28210,5484
202103,4902,28215,5502
202104,4903,28233,5514
202105,4884,28248,5516
202106,4878,28245,5518
202107,4873,28244,5534
202108,4850,28221,5551
202109,4828,28180,5583
202110,4813,28161,5599
202111,4850,28139,5595
202112,4833,28119,5619
202201,4830,28094,5633
202202,4849,28094,5662
202203,4849,28127,5669
202204,4835,28131,5683
202205,4837,28172,5687
202206,4834,28193,5685
202207,4848,28199,5697
202208,4867,28252,5686
