ym,0-14,15-64,65
201404,1661,9822,2041
201405,1655,9807,2041
201406,1657,9791,2044
201407,1645,9807,2042
201408,1627,9809,2042
201409,1621,9806,2044
201410,1614,9809,2044
201411,1610,9810,2048
201412,1603,9799,2054
201501,1613,9788,2057
201502,1608,9773,2063
201503,1614,9766,2071
201504,1605,9747,2074
201505,1598,9748,2078
201506,1605,9764,2076
201507,1605,9753,2076
201508,1608,9754,2081
201509,1586,9730,2088
201510,1574,9726,2082
201511,1562,9708,2083
201512,1566,9692,2096
201601,1559,9671,2102
201602,1545,9654,2102
201603,1530,9654,2098
201604,1524,9644,2110
201605,1515,9633,2113
201606,1514,9614,2119
201607,1509,9611,2111
201608,1488,9615,2108
201609,1496,9599,2110
201610,1486,9585,2117
201611,1482,9569,2128
201612,1478,9560,2128
201701,1475,9544,2134
201702,1465,9508,2144
201703,1458,9487,2154
201704,1455,9471,2163
201705,1444,9437,2174
201706,1442,9410,2185
201707,1423,9422,2183
201708,1409,9425,2189
201709,1398,9430,2196
201710,1390,9424,2195
201711,1371,9403,2207
201712,1363,9372,2217
201801,1360,9354,2214
201802,1357,9349,2228
201803,1347,9327,2236
201804,1333,9302,2240
201805,1316,9284,2242
201806,1310,9265,2242
201807,1301,9256,2249
201808,1282,9220,2254
201809,1282,9195,2263
201810,1276,9181,2271
201811,1272,9172,2279
201812,1271,9139,2291
201901,1257,9139,2293
201902,1249,9122,2308
201903,1248,9101,2313
201904,1245,9064,2320
201905,1243,9021,2315
201906,1232,9022,2310
201907,1230,9003,2310
201908,1226,8992,2319
201909,1218,8984,2324
201910,1214,8970,2323
201911,1216,8967,2322
201912,1212,8931,2330
202001,1210,8905,2337
202002,1206,8890,2345
202003,1189,8860,2347
202004,1172,8839,2346
202005,1166,8817,2349
202006,1148,8804,2349
202007,1148,8806,2342
202008,1129,8802,2355
202009,1115,8778,2361
202010,1101,8757,2367
202011,1095,8736,2371
202012,1091,8713,2373
202101,1080,8704,2385
202102,1078,8701,2385
202103,1076,8677,2397
202104,1076,8660,2398
202105,1073,8642,2408
202106,1059,8633,2412
202107,1049,8627,2408
202108,1043,8594,2421
202109,1036,8559,2434
202110,1024,8534,2445
202111,1021,8518,2449
202112,1012,8491,2453
202201,1003,8473,2455
202202,996,8442,2461
202203,985,8400,2464
202204,977,8369,2475
202205,972,8345,2481
202206,972,8331,2484
202207,973,8329,2486
202208,966,8315,2485
