ym,0-14,15-64,65
201404,14819,59834,8147
201405,14812,59951,8170
201406,14870,60074,8191
201407,14862,60126,8197
201408,14880,60191,8223
201409,14880,60220,8253
201410,14850,60278,8271
201411,14867,60330,8296
201412,14909,60397,8316
201501,14929,60467,8341
201502,14918,60469,8378
201503,14951,60469,8414
201504,14977,60518,8465
201505,14958,60619,8478
201506,14975,60634,8487
201507,14937,60721,8483
201508,14906,60773,8497
201509,14880,60849,8547
201510,14903,60851,8590
201511,14875,60891,8633
201512,14853,60929,8687
201601,14844,60936,8742
201602,14847,60935,8769
201603,14879,60972,8807
201604,14870,60996,8832
201605,14844,61028,8862
201606,14859,61078,8886
201607,14818,61108,8911
201608,14824,61115,8951
201609,14781,61182,8990
201610,14764,61143,9034
201611,14739,61160,9081
201612,14721,61153,9136
201701,14682,61131,9192
201702,14683,61171,9239
201703,14666,61195,9260
201704,14625,61224,9279
201705,14592,61287,9316
201706,14579,61330,9347
201707,14579,61378,9380
201708,14579,61449,9412
201709,14553,61492,9444
201710,14520,61477,9509
201711,14515,61462,9555
201712,14480,61523,9584
201801,14461,61564,9619
201802,14415,61565,9660
201803,14421,61621,9715
201804,14394,61601,9736
201805,14403,61580,9767
201806,14412,61630,9805
201807,14411,61656,9829
201808,14414,61711,9860
201809,14401,61729,9899
201810,14384,61723,9949
201811,14367,61734,10008
201812,14335,61735,10060
201901,14322,61762,10101
201902,14320,61744,10175
201903,14317,61706,10238
201904,14296,61724,10248
201905,14262,61744,10282
201906,14259,61722,10316
201907,14257,61770,10333
201908,14281,61775,10361
201909,14259,61788,10391
201910,14236,61801,10453
201911,14191,61801,10509
201912,14198,61794,10573
202001,14166,61812,10636
202002,14198,61814,10690
202003,14173,61787,10732
202004,14180,61806,10767
202005,14185,61835,10798
202006,14188,61853,10838
202007,14180,61843,10866
202008,14188,61876,10911
202009,14184,61914,10950
202010,14161,61928,11009
202011,14170,61929,11046
202012,14171,61932,11087
202101,14126,61908,11133
202102,14087,61927,11189
202103,14059,61923,11234
202104,14058,61947,11265
202105,14063,61915,11310
202106,14051,61947,11313
202107,14017,61951,11339
202108,14002,62000,11359
202109,13981,61956,11414
202110,13959,61939,11434
202111,13948,61939,11491
202112,13931,61893,11541
202201,13896,61883,11581
202202,13859,61844,11629
202203,13860,61846,11648
202204,13871,61803,11670
202205,13818,61820,11681
202206,13793,61881,11712
202207,13796,61971,11759
202208,13831,62087,11770
