ym,0-14,15-64,65
201404,2364,13420,3192
201405,2375,13422,3187
201406,2373,13438,3187
201407,2365,13423,3184
201408,2359,13419,3190
201409,2364,13390,3197
201410,2361,13389,3198
201411,2354,13382,3206
201412,2342,13358,3209
201501,2350,13331,3204
201502,2351,13318,3204
201503,2336,13299,3193
201504,2345,13279,3199
201505,2343,13263,3201
201506,2349,13253,3196
201507,2343,13247,3190
201508,2336,13240,3186
201509,2340,13248,3186
201510,2323,13237,3196
201511,2303,13240,3201
201512,2302,13192,3216
201601,2291,13183,3213
201602,2269,13167,3221
201603,2254,13154,3218
201604,2245,13148,3215
201605,2242,13126,3216
201606,2235,13111,3216
201607,2242,13117,3210
201608,2233,13105,3225
201609,2232,13077,3232
201610,2247,13030,3250
201611,2242,12983,3270
201612,2222,12968,3275
201701,2200,12943,3290
201702,2197,12927,3297
201703,2169,12928,3293
201704,2154,12919,3294
201705,2119,12917,3304
201706,2112,12928,3307
201707,2086,12925,3301
201708,2083,12905,3301
201709,2061,12870,3310
201710,2055,12838,3322
201711,2031,12819,3323
201712,2015,12795,3328
201801,2006,12773,3334
201802,1999,12759,3339
201803,1990,12740,3350
201804,1973,12739,3346
201805,1961,12728,3355
201806,1953,12722,3354
201807,1929,12719,3354
201808,1915,12712,3348
201809,1916,12672,3363
201810,1891,12657,3374
201811,1880,12630,3381
201812,1876,12610,3385
201901,1876,12589,3383
201902,1871,12571,3382
201903,1863,12552,3393
201904,1853,12523,3402
201905,1850,12508,3402
201906,1853,12500,3407
201907,1837,12482,3406
201908,1817,12457,3411
201909,1799,12429,3419
201910,1795,12400,3421
201911,1799,12374,3426
201912,1791,12372,3425
202001,1776,12364,3439
202002,1764,12339,3446
202003,1756,12326,3452
202004,1755,12312,3457
202005,1751,12272,3467
202006,1746,12254,3472
202007,1741,12232,3468
202008,1729,12214,3477
202009,1703,12174,3486
202010,1696,12147,3488
202011,1680,12137,3484
202012,1671,12112,3496
202101,1658,12076,3510
202102,1650,12035,3511
202103,1642,12007,3509
202104,1636,11970,3515
202105,1625,11937,3518
202106,1626,11920,3519
202107,1618,11890,3531
202108,1620,11843,3544
202109,1611,11793,3552
202110,1613,11776,3551
202111,1607,11727,3558
202112,1609,11699,3563
202201,1606,11671,3579
202202,1613,11652,3592
202203,1600,11595,3593
202204,1602,11576,3599
202205,1597,11552,3601
202206,1590,11546,3600
202207,1591,11533,3590
202208,1581,11537,3598
