ym,0-14,15-64,65
201404,803,4931,1410
201405,805,4933,1407
201406,804,4951,1401
201407,804,4976,1402
201408,798,4976,1403
201409,793,4969,1400
201410,789,4964,1397
201411,787,4965,1399
201412,783,4949,1400
201501,779,4943,1399
201502,769,4935,1402
201503,767,4919,1396
201504,757,4929,1395
201505,749,4925,1397
201506,746,4924,1397
201507,744,4917,1394
201508,737,4894,1395
201509,732,4885,1395
201510,734,4882,1397
201511,737,4884,1397
201512,724,4868,1402
201601,720,4872,1402
201602,712,4870,1404
201603,707,4858,1405
201604,697,4856,1404
201605,696,4846,1405
201606,696,4834,1409
201607,698,4823,1409
201608,698,4831,1409
201609,694,4818,1409
201610,688,4801,1411
201611,686,4785,1420
201612,687,4771,1426
201701,680,4759,1425
201702,672,4743,1431
201703,665,4731,1439
201704,660,4737,1429
201705,662,4730,1431
201706,661,4721,1426
201707,660,4715,1425
201708,661,4713,1424
201709,654,4711,1422
201710,644,4701,1416
201711,647,4696,1414
201712,650,4694,1412
201801,644,4683,1411
201802,648,4681,1412
201803,634,4671,1415
201804,619,4666,1420
201805,620,4665,1426
201806,624,4665,1430
201807,612,4651,1437
201808,611,4638,1434
201809,611,4631,1433
201810,607,4624,1431
201811,602,4602,1429
201812,597,4582,1434
201901,601,4567,1435
201902,602,4545,1448
201903,600,4539,1454
201904,598,4529,1454
201905,598,4526,1459
201906,599,4521,1462
201907,588,4498,1463
201908,591,4500,1458
201909,589,4496,1461
201910,585,4485,1459
201911,583,4492,1462
201912,584,4488,1460
202001,580,4476,1470
202002,587,4466,1476
202003,579,4449,1478
202004,576,4433,1474
202005,570,4427,1468
202006,567,4418,1477
202007,566,4401,1479
202008,560,4385,1484
202009,553,4367,1482
202010,557,4351,1487
202011,556,4338,1489
202012,555,4325,1484
202101,553,4313,1486
202102,551,4304,1486
202103,554,4290,1487
202104,549,4273,1488
202105,542,4264,1485
202106,544,4245,1490
202107,536,4232,1491
202108,529,4230,1494
202109,522,4208,1498
202110,516,4209,1493
202111,512,4189,1494
202112,512,4190,1499
202201,510,4188,1506
202202,506,4179,1518
202203,520,4183,1522
202204,517,4186,1524
202205,517,4184,1524
202206,514,4189,1526
202207,514,4189,1529
202208,504,4179,1530
