ym,0-14,15-64,65
201510,17195,74787,11262
201511,17139,74818,11317
201512,17058,74807,11374
201601,17030,74782,11426
201602,17029,74775,11483
201603,16966,74709,11523
201604,16923,74660,11551
201605,16882,74664,11576
201606,16834,74665,11617
201607,16800,74662,11633
201608,16773,74654,11669
201609,16761,74664,11696
201610,16672,74688,11758
201611,16640,74673,11818
201612,16614,74680,11863
201701,16573,74665,11924
201702,16556,74607,11990
201703,16506,74634,12004
201704,16466,74630,12038
201705,16379,74606,12105
201706,16343,74620,12134
201707,16330,74604,12171
201708,16274,74604,12234
201709,16186,74600,12277
201710,16137,74557,12343
201711,16108,74581,12409
201712,16072,74613,12462
201801,16002,74600,12524
201802,15968,74594,12565
201803,15902,74488,12598
201804,15876,74483,12627
201805,15822,74464,12663
201806,15775,74488,12701
201807,15762,74479,12730
201808,15736,74497,12753
201809,15678,74552,12782
201810,15632,74534,12841
201811,15629,74518,12893
201812,15595,74529,12957
201901,15576,74505,13002
201902,15536,74495,13072
201903,15517,74465,13127
201904,15537,74449,13194
201905,15521,74529,13238
201906,15482,74532,13261
201907,15477,74544,13292
201908,15525,74630,13340
201909,15535,74646,13368
201910,15499,74672,13435
201911,15476,74650,13517
201912,15444,74661,13596
202001,15454,74707,13645
202002,15466,74688,13691
202003,15458,74623,13736
202004,15445,74670,13800
202005,15435,74669,13838
202006,15438,74696,13844
202007,15393,74726,13874
202008,15416,74769,13920
202009,15442,74842,13959
202010,15451,74817,14034
202011,15445,74832,14084
202012,15460,74856,14125
202101,15466,74868,14173
202102,15502,74888,14224
202103,15482,74876,14259
202104,15528,74880,14337
202105,15526,74880,14366
202106,15515,74888,14394
202107,15543,74929,14430
202108,15549,74916,14486
202109,15492,74940,14528
202110,15487,74956,14567
202111,15501,74891,14626
202112,15509,74875,14700
202201,15485,74831,14788
202202,15494,74763,14836
202203,15474,74684,14860
202204,15427,74666,14854
202205,15408,74657,14897
202206,15408,74684,14886
202207,15374,74703,14887
202208,15360,74810,14931
