ym,0-14,15-64,65
201404,13026,65638,12455
201405,12995,65638,12475
201406,12936,65613,12495
201407,12909,65578,12503
201408,12899,65589,12533
201409,12843,65554,12539
201410,12834,65513,12590
201411,12794,65491,12655
201412,12809,65461,12693
201501,12788,65442,12716
201502,12735,65418,12767
201503,12724,65344,12809
201504,12687,65325,12840
201505,12647,65253,12874
201506,12648,65282,12852
201507,12593,65310,12864
201508,12540,65282,12907
201509,12478,65212,12943
201510,12429,65144,12994
201511,12380,65114,13042
201512,12332,65032,13105
201601,12296,64953,13150
201602,12245,64910,13216
201603,12248,64826,13241
201604,12203,64802,13268
201605,12163,64783,13302
201606,12161,64698,13352
201607,12129,64667,13388
201608,12088,64593,13411
201609,12020,64537,13456
201610,11960,64472,13516
201611,11918,64381,13611
201612,11916,64314,13662
201701,11879,64227,13744
201702,11828,64148,13778
201703,11804,64061,13799
201704,11774,63986,13843
201705,11764,63923,13889
201706,11709,63885,13910
201707,11705,63849,13952
201708,11655,63763,13986
201709,11607,63713,14043
201710,11550,63649,14109
201711,11478,63584,14160
201712,11422,63498,14245
201801,11355,63360,14301
201802,11307,63254,14346
201803,11239,63136,14399
201804,11200,63038,14424
201805,11172,62966,14431
201806,11122,62877,14460
201807,11107,62814,14494
201808,11060,62784,14523
201809,11030,62741,14569
201810,10996,62677,14627
201811,10950,62613,14663
201812,10920,62570,14726
201901,10900,62504,14755
201902,10891,62447,14805
201903,10865,62402,14848
201904,10865,62376,14890
201905,10862,62317,14932
201906,10850,62259,14980
201907,10885,62219,15014
201908,10903,62175,15021
201909,10885,62152,15078
201910,10837,62068,15145
201911,10785,62010,15221
201912,10758,61927,15291
202001,10736,61857,15367
202002,10715,61768,15438
202003,10721,61671,15476
202004,10735,61585,15535
202005,10726,61551,15584
202006,10736,61453,15634
202007,10729,61429,15638
202008,10726,61392,15679
202009,10740,61336,15708
202010,10731,61256,15782
202011,10712,61187,15843
202012,10723,61072,15876
202101,10723,60964,15927
202102,10718,60892,15991
202103,10713,60791,16046
202104,10706,60718,16083
202105,10688,60632,16132
202106,10659,60570,16166
202107,10643,60515,16226
202108,10604,60390,16289
202109,10590,60257,16361
202110,10579,60166,16396
202111,10543,60098,16432
202112,10524,59970,16445
202201,10520,59859,16486
202202,10499,59754,16530
202203,10436,59610,16550
202204,10372,59379,16567
202205,10324,59216,16576
202206,10324,59142,16597
202207,10314,59072,16615
202208,10317,59025,16660
