ym,0-14,15-64,65
201404,1059,6952,1649
201405,1071,7007,1652
201406,1075,7007,1655
201407,1075,7026,1650
201408,1078,7033,1651
201409,1083,7037,1656
201410,1084,7037,1651
201411,1090,7043,1656
201412,1084,7055,1660
201501,1078,7068,1655
201502,1075,7063,1648
201503,1073,7061,1642
201504,1068,7060,1633
201505,1059,7061,1634
201506,1049,7053,1633
201507,1039,7053,1629
201508,1034,7054,1631
201509,1032,7060,1640
201510,1030,7055,1644
201511,1024,7046,1644
201512,1022,7041,1647
201601,1025,7035,1643
201602,1020,7023,1650
201603,1018,7032,1647
201604,1000,7032,1648
201605,992,7030,1651
201606,993,7043,1663
201607,996,7055,1667
201608,1009,7067,1672
201609,1012,7075,1670
201610,1016,7081,1670
201611,1017,7088,1676
201612,1019,7097,1683
201701,1018,7092,1683
201702,1002,7093,1682
201703,996,7091,1685
201704,987,7100,1684
201705,989,7116,1690
201706,989,7131,1685
201707,982,7121,1690
201708,980,7100,1696
201709,981,7099,1701
201710,986,7092,1711
201711,986,7108,1715
201712,989,7107,1721
201801,991,7119,1726
201802,982,7109,1725
201803,976,7112,1723
201804,964,7119,1726
201805,974,7113,1722
201806,986,7124,1725
201807,984,7133,1734
201808,984,7125,1737
201809,983,7117,1739
201810,990,7121,1745
201811,978,7131,1750
201812,963,7116,1748
201901,959,7117,1748
201902,955,7115,1743
201903,949,7109,1745
201904,940,7098,1751
201905,946,7100,1751
201906,953,7101,1762
201907,957,7103,1760
201908,960,7084,1764
201909,960,7082,1771
201910,966,7091,1771
201911,970,7081,1779
201912,981,7067,1785
202001,977,7056,1804
202002,978,7056,1806
202003,970,7058,1816
202004,958,7047,1831
202005,950,7033,1835
202006,948,7039,1834
202007,948,7065,1836
202008,952,7048,1848
202009,954,7068,1854
202010,961,7085,1868
202011,953,7082,1872
202012,952,7076,1879
202101,951,7068,1879
202102,947,7065,1889
202103,926,7065,1887
202104,909,7078,1890
202105,912,7069,1894
202106,917,7107,1898
202107,917,7087,1911
202108,922,7088,1922
202109,919,7092,1933
202110,913,7095,1941
202111,919,7116,1949
202112,916,7117,1956
202201,916,7100,1963
202202,921,7084,1955
202203,916,7093,1951
202204,912,7091,1954
202205,906,7073,1968
202206,911,7085,1972
202207,912,7089,1974
202208,911,7101,1979
