ym,0-14,15-64,65
201404,424,2727,586
201405,424,2750,584
201406,426,2768,583
201407,430,2782,581
201408,425,2764,583
201409,419,2767,582
201410,423,2768,582
201411,426,2765,579
201412,427,2748,579
201501,429,2743,578
201502,429,2750,573
201503,428,2757,575
201504,421,2762,579
201505,415,2763,578
201506,418,2774,582
201507,424,2778,579
201508,423,2771,582
201509,421,2765,585
201510,415,2763,585
201511,420,2752,587
201512,422,2740,587
201601,416,2738,584
201602,410,2739,579
201603,402,2747,575
201604,398,2755,579
201605,395,2754,582
201606,396,2768,582
201607,394,2770,587
201608,380,2771,586
201609,376,2771,588
201610,375,2776,591
201611,377,2782,593
201612,376,2783,596
201701,385,2780,599
201702,390,2773,602
201703,392,2776,611
201704,391,2782,619
201705,388,2792,625
201706,400,2803,624
201707,411,2811,623
201708,407,2816,620
201709,402,2822,623
201710,399,2827,628
201711,403,2825,630
201712,407,2818,631
201801,417,2808,629
201802,419,2793,631
201803,407,2800,634
201804,402,2816,634
201805,403,2812,638
201806,407,2822,637
201807,414,2826,638
201808,406,2829,637
201809,396,2831,640
201810,399,2817,639
201811,398,2810,640
201812,387,2797,641
201901,390,2800,643
201902,388,2790,645
201903,386,2789,651
201904,382,2792,653
201905,381,2788,653
201906,381,2786,655
201907,384,2779,658
201908,386,2775,656
201909,379,2773,659
201910,379,2773,662
201911,381,2762,660
201912,383,2759,657
202001,383,2756,662
202002,382,2768,666
202003,384,2774,667
202004,377,2767,674
202005,380,2771,672
202006,384,2783,669
202007,387,2802,674
202008,393,2808,678
202009,395,2816,677
202010,402,2814,678
202011,404,2813,684
202012,395,2807,683
202101,393,2796,684
202102,390,2797,684
202103,380,2797,690
202104,366,2805,696
202105,364,2787,702
202106,365,2785,703
202107,367,2776,706
202108,370,2776,709
202109,367,2771,710
202110,366,2781,711
202111,371,2778,713
202112,368,2780,714
202201,363,2776,716
202202,364,2765,722
202203,350,2767,726
202204,352,2769,726
202205,354,2771,729
202206,356,2771,733
202207,365,2771,739
202208,369,2782,740
