ym,0-14,15-64,65
201404,1586,10280,2363
201405,1581,10309,2356
201406,1572,10334,2350
201407,1601,10334,2359
201408,1595,10331,2361
201409,1598,10292,2370
201410,1601,10294,2369
201411,1602,10298,2374
201412,1588,10344,2383
201501,1585,10343,2380
201502,1583,10354,2382
201503,1565,10330,2385
201504,1555,10349,2387
201505,1551,10381,2385
201506,1553,10400,2380
201507,1558,10431,2380
201508,1547,10435,2388
201509,1542,10451,2391
201510,1553,10444,2406
201511,1547,10440,2417
201512,1540,10449,2424
201601,1534,10443,2418
201602,1527,10443,2414
201603,1505,10447,2416
201604,1488,10469,2422
201605,1481,10487,2412
201606,1472,10499,2415
201607,1472,10505,2416
201608,1483,10482,2427
201609,1476,10497,2431
201610,1482,10522,2438
201611,1474,10516,2445
201612,1465,10517,2453
201701,1479,10505,2466
201702,1476,10518,2458
201703,1472,10510,2462
201704,1458,10518,2470
201705,1452,10516,2473
201706,1455,10520,2482
201707,1462,10513,2479
201708,1460,10520,2486
201709,1472,10516,2492
201710,1465,10531,2510
201711,1458,10527,2515
201712,1466,10529,2513
201801,1462,10534,2510
201802,1452,10528,2509
201803,1439,10541,2522
201804,1409,10524,2528
201805,1402,10536,2533
201806,1402,10536,2536
201807,1413,10562,2552
201808,1414,10577,2549
201809,1396,10562,2559
201810,1392,10579,2562
201811,1414,10569,2584
201812,1406,10595,2593
201901,1400,10640,2600
201902,1374,10696,2607
201903,1349,10718,2606
201904,1333,10760,2606
201905,1340,10803,2602
201906,1338,10859,2607
201907,1352,10893,2611
201908,1344,10911,2621
201909,1350,10925,2641
201910,1351,10936,2658
201911,1341,10961,2667
201912,1350,10973,2674
202001,1343,10971,2680
202002,1350,10984,2684
202003,1354,10989,2684
202004,1340,10983,2693
202005,1321,10985,2699
202006,1345,10994,2709
202007,1360,11018,2711
202008,1380,11037,2720
202009,1382,11064,2730
202010,1392,11066,2743
202011,1394,11053,2748
202012,1404,11079,2747
202101,1406,11078,2751
202102,1396,11096,2755
202103,1366,11109,2765
202104,1342,11104,2766
202105,1338,11131,2767
202106,1340,11116,2776
202107,1336,11126,2786
202108,1343,11120,2802
202109,1361,11137,2812
202110,1371,11175,2823
202111,1381,11226,2826
202112,1383,11229,2835
202201,1406,11204,2848
202202,1390,11226,2850
202203,1358,11255,2850
202204,1360,11274,2848
202205,1361,11288,2857
202206,1370,11301,2862
202207,1379,11344,2866
202208,1375,11396,2872
