ym,0-14,15-64,65
201404,2925,18804,5827
201405,2906,18818,5820
201406,2882,18831,5809
201407,2859,18835,5813
201408,2853,18824,5800
201409,2848,18772,5817
201410,2849,18738,5834
201411,2833,18729,5843
201412,2819,18648,5840
201501,2804,18574,5854
201502,2784,18544,5849
201503,2788,18511,5842
201504,2761,18459,5861
201505,2749,18427,5855
201506,2716,18429,5843
201507,2699,18427,5835
201508,2686,18421,5839
201509,2671,18403,5843
201510,2656,18397,5863
201511,2643,18383,5872
201512,2626,18352,5879
201601,2605,18307,5876
201602,2582,18276,5875
201603,2560,18238,5888
201604,2536,18211,5887
201605,2519,18175,5896
201606,2503,18162,5918
201607,2494,18134,5929
201608,2465,18083,5941
201609,2467,18022,5972
201610,2459,17977,5979
201611,2454,17956,5992
201612,2439,17923,5999
201701,2438,17883,6019
201702,2432,17854,6027
201703,2433,17803,6030
201704,2407,17776,6050
201705,2398,17754,6067
201706,2376,17741,6064
201707,2357,17732,6055
201708,2344,17697,6057
201709,2342,17631,6090
201710,2349,17598,6105
201711,2320,17578,6111
201712,2297,17578,6105
201801,2291,17542,6105
201802,2284,17532,6112
201803,2263,17491,6122
201804,2250,17495,6125
201805,2236,17504,6124
201806,2215,17523,6113
201807,2225,17500,6115
201808,2225,17491,6108
201809,2229,17450,6138
201810,2217,17402,6165
201811,2200,17345,6164
201812,2179,17294,6170
201901,2169,17256,6167
201902,2167,17217,6181
201903,2160,17191,6184
201904,2136,17157,6184
201905,2121,17108,6185
201906,2110,17064,6186
201907,2100,17020,6176
201908,2092,16991,6190
201909,2089,16912,6198
201910,2078,16879,6208
201911,2072,16862,6202
201912,2072,16821,6225
202001,2067,16764,6249
202002,2058,16715,6255
202003,2052,16689,6271
202004,2064,16662,6272
202005,2055,16621,6268
202006,2066,16585,6263
202007,2055,16568,6266
202008,2048,16536,6267
202009,2037,16474,6285
202010,2031,16436,6299
202011,2014,16387,6326
202012,2000,16366,6328
202101,1975,16307,6350
202102,1961,16274,6375
202103,1965,16218,6393
202104,1958,16199,6393
202105,1945,16158,6399
202106,1939,16146,6377
202107,1941,16108,6377
202108,1924,16068,6384
202109,1906,16016,6385
202110,1902,15995,6372
202111,1904,15975,6354
202112,1889,15936,6352
202201,1882,15907,6364
202202,1878,15871,6380
202203,1866,15824,6379
202204,1843,15779,6372
202205,1830,15765,6364
202206,1824,15729,6345
202207,1807,15766,6335
202208,1809,15730,6341
