ym,0-14,15-64,65
201404,1579,9678,2409
201405,1579,9680,2412
201406,1583,9693,2408
201407,1578,9710,2407
201408,1582,9707,2413
201409,1573,9690,2418
201410,1559,9689,2411
201411,1557,9684,2413
201412,1553,9632,2420
201501,1552,9613,2419
201502,1547,9608,2408
201503,1530,9582,2416
201504,1512,9566,2419
201505,1499,9560,2414
201506,1471,9556,2414
201507,1456,9525,2403
201508,1455,9514,2401
201509,1449,9488,2414
201510,1456,9475,2425
201511,1459,9469,2429
201512,1454,9462,2433
201601,1442,9469,2438
201602,1432,9454,2441
201603,1433,9441,2456
201604,1429,9410,2458
201605,1409,9404,2464
201606,1406,9381,2480
201607,1403,9375,2483
201608,1397,9348,2499
201609,1388,9333,2510
201610,1390,9321,2506
201611,1380,9298,2510
201612,1372,9271,2524
201701,1363,9264,2523
201702,1357,9265,2517
201703,1340,9253,2523
201704,1345,9239,2519
201705,1335,9223,2518
201706,1315,9226,2523
201707,1300,9229,2528
201708,1301,9216,2535
201709,1293,9183,2543
201710,1287,9166,2549
201711,1290,9165,2548
201712,1288,9167,2555
201801,1284,9158,2562
201802,1268,9142,2565
201803,1261,9146,2577
201804,1264,9176,2587
201805,1262,9176,2597
201806,1250,9178,2603
201807,1236,9181,2609
201808,1235,9159,2620
201809,1225,9138,2629
201810,1211,9148,2633
201811,1206,9127,2633
201812,1200,9067,2645
201901,1179,9038,2651
201902,1183,9008,2658
201903,1193,9002,2667
201904,1184,8958,2680
201905,1187,8934,2684
201906,1187,8902,2690
201907,1192,8910,2689
201908,1172,8873,2699
201909,1165,8842,2703
201910,1157,8825,2711
201911,1158,8818,2716
201912,1154,8806,2722
202001,1150,8788,2726
202002,1148,8768,2731
202003,1138,8758,2741
202004,1136,8741,2737
202005,1123,8729,2740
202006,1125,8711,2744
202007,1118,8698,2739
202008,1111,8682,2742
202009,1109,8667,2738
202010,1104,8651,2742
202011,1113,8634,2736
202012,1112,8619,2746
202101,1109,8596,2751
202102,1107,8578,2752
202103,1092,8562,2760
202104,1092,8555,2751
202105,1086,8562,2743
202106,1085,8546,2749
202107,1086,8528,2754
202108,1077,8511,2753
202109,1077,8497,2764
202110,1071,8477,2769
202111,1063,8474,2764
202112,1055,8462,2762
202201,1049,8429,2773
202202,1042,8413,2782
202203,1049,8390,2794
202204,1044,8396,2798
202205,1044,8389,2801
202206,1041,8379,2815
202207,1029,8387,2805
202208,1034,8376,2807
