ym,0-14,15-64,65
201404,5612,29339,6940
201405,5593,29332,6923
201406,5578,29344,6911
201407,5539,29312,6909
201408,5503,29284,6926
201409,5514,29248,6944
201410,5479,29228,6954
201411,5445,29204,6967
201412,5411,29137,6980
201501,5399,29074,7001
201502,5371,29032,7011
201503,5333,28963,7034
201504,5336,28957,7048
201505,5340,28931,7045
201506,5342,28908,7047
201507,5300,28864,7036
201508,5251,28847,7042
201509,5215,28836,7061
201510,5181,28817,7078
201511,5144,28791,7097
201512,5134,28747,7125
201601,5127,28710,7151
201602,5117,28691,7153
201603,5098,28667,7160
201604,5082,28639,7172
201605,5094,28593,7180
201606,5100,28580,7184
201607,5072,28572,7201
201608,5068,28561,7211
201609,5065,28507,7233
201610,5021,28474,7261
201611,4988,28446,7273
201612,4962,28410,7286
201701,4937,28370,7310
201702,4926,28317,7326
201703,4913,28299,7335
201704,4936,28269,7351
201705,4936,28249,7354
201706,4939,28229,7346
201707,4892,28207,7341
201708,4877,28207,7341
201709,4869,28160,7365
201710,4853,28081,7403
201711,4827,28060,7440
201712,4813,27993,7472
201801,4777,27944,7481
201802,4757,27944,7481
201803,4773,27887,7486
201804,4792,27870,7491
201805,4791,27860,7479
201806,4808,27850,7483
201807,4791,27833,7494
201808,4747,27806,7489
201809,4737,27785,7509
201810,4702,27754,7519
201811,4694,27727,7525
201812,4659,27693,7553
201901,4643,27647,7568
201902,4621,27587,7589
201903,4611,27517,7615
201904,4623,27483,7618
201905,4633,27455,7610
201906,4638,27419,7624
201907,4612,27386,7614
201908,4591,27382,7626
201909,4540,27351,7630
201910,4517,27318,7635
201911,4491,27285,7662
201912,4484,27245,7668
202001,4474,27191,7698
202002,4462,27143,7700
202003,4466,27109,7718
202004,4453,27111,7719
202005,4452,27057,7728
202006,4468,27046,7732
202007,4437,27025,7744
202008,4443,27092,7758
202009,4415,27037,7786
202010,4387,26983,7799
202011,4362,26938,7819
202012,4336,26933,7820
202101,4321,26870,7855
202102,4303,26835,7859
202103,4299,26747,7885
202104,4310,26712,7886
202105,4302,26673,7891
202106,4323,26611,7895
202107,4295,26556,7897
202108,4278,26476,7928
202109,4241,26401,7954
202110,4210,26371,7948
202111,4185,26342,7950
202112,4179,26301,7957
202201,4160,26234,7972
202202,4136,26150,7991
202203,4120,26090,7994
202204,4111,26007,8000
202205,4106,25995,7999
202206,4099,25992,7972
202207,4078,25968,7969
202208,4063,25918,7975
