ym,0-14,15-64,65
201404,18781,89212,15884
201405,18703,89183,15905
201406,18627,89102,15912
201407,18558,89054,15928
201408,18563,89102,15966
201409,18487,88995,16024
201410,18379,88965,16086
201411,18288,89002,16132
201412,18205,88993,16172
201501,18174,88957,16234
201502,18118,88945,16279
201503,18098,88867,16338
201504,18131,88851,16383
201505,18101,88842,16376
201506,18055,88892,16382
201507,17982,88878,16356
201508,17860,88859,16374
201509,17719,88784,16455
201510,17612,88795,16518
201511,17540,88781,16591
201512,17467,88772,16661
201601,17360,88753,16764
201602,17323,88680,16834
201603,17397,88603,16875
201604,17420,88606,16924
201605,17347,88486,16967
201606,17296,88433,17022
201607,17257,88373,17100
201608,17181,88315,17144
201609,17103,88249,17219
201610,16987,88172,17309
201611,16945,88106,17418
201612,16889,88085,17488
201701,16873,87992,17580
201702,16853,87882,17664
201703,16900,87835,17724
201704,16898,87778,17792
201705,16785,87688,17862
201706,16741,87664,17889
201707,16678,87625,17960
201708,16635,87466,18026
201709,16565,87395,18109
201710,16528,87368,18196
201711,16431,87344,18282
201712,16409,87332,18362
201801,16405,87158,18455
201802,16379,87101,18498
201803,16395,86963,18572
201804,16366,86915,18596
201805,16320,86870,18617
201806,16262,86761,18666
201807,16212,86621,18723
201808,16186,86467,18786
201809,16128,86359,18827
201810,16093,86283,18903
201811,16019,86197,18980
201812,15980,86116,19066
201901,15945,86007,19174
201902,15914,85930,19254
201903,15905,85845,19348
201904,15921,85810,19409
201905,15874,85791,19474
201906,15864,85799,19504
201907,15846,85713,19539
201908,15811,85666,19585
201909,15734,85598,19626
201910,15671,85515,19726
201911,15587,85475,19824
201912,15523,85413,19889
202001,15513,85306,19969
202002,15526,85145,20069
202003,15531,84972,20147
202004,15484,84878,20193
202005,15421,84726,20236
202006,15346,84684,20269
202007,15324,84613,20297
202008,15287,84396,20401
202009,15185,84205,20500
202010,15154,84032,20606
202011,15106,83931,20708
202012,15099,83837,20779
202101,15054,83700,20862
202102,15054,83586,20916
202103,15055,83414,21001
202104,15073,83313,21045
202105,15033,83215,21068
202106,15017,83146,21114
202107,14948,83076,21146
202108,14952,83043,21246
202109,14910,82941,21323
202110,14883,82955,21420
202111,14809,82829,21461
202112,14724,82729,21503
202201,14714,82589,21557
202202,14704,82378,21675
202203,14722,82140,21662
202204,14689,81837,21653
202205,14651,81746,21706
202206,14639,81674,21733
202207,14614,81563,21753
202208,14579,81486,21808
