ym,0-14,15-64,65
201404,1268,4255,496
201405,1268,4290,493
201406,1283,4320,492
201407,1296,4364,494
201408,1307,4356,498
201409,1308,4359,495
201410,1307,4361,497
201411,1304,4356,501
201412,1297,4349,501
201501,1293,4328,504
201502,1295,4315,505
201503,1296,4303,506
201504,1290,4294,509
201505,1288,4303,503
201506,1279,4293,503
201507,1258,4271,507
201508,1259,4275,506
201509,1258,4269,505
201510,1259,4275,506
201511,1260,4267,509
201512,1272,4273,506
201601,1269,4263,507
201602,1256,4255,510
201603,1265,4247,509
201604,1258,4249,507
201605,1238,4224,503
201606,1227,4211,502
201607,1228,4208,496
201608,1225,4212,504
201609,1226,4215,501
201610,1222,4216,501
201611,1219,4214,508
201612,1214,4216,508
201701,1207,4206,510
201702,1189,4200,511
201703,1180,4202,509
201704,1162,4197,504
201705,1153,4199,503
201706,1156,4195,502
201707,1163,4195,505
201708,1172,4206,504
201709,1172,4207,510
201710,1175,4220,513
201711,1176,4228,514
201712,1168,4214,518
201801,1174,4219,519
201802,1169,4231,521
201803,1174,4254,522
201804,1173,4293,522
201805,1168,4313,524
201806,1168,4326,528
201807,1169,4348,530
201808,1163,4341,532
201809,1157,4340,529
201810,1161,4331,532
201811,1165,4322,541
201812,1167,4299,549
201901,1168,4297,548
201902,1167,4284,552
201903,1156,4292,553
201904,1154,4273,556
201905,1153,4269,556
201906,1153,4261,557
201907,1163,4261,565
201908,1150,4256,569
201909,1153,4249,574
201910,1147,4248,573
201911,1150,4249,577
201912,1149,4243,578
202001,1134,4251,579
202002,1128,4247,578
202003,1131,4240,579
202004,1115,4213,584
202005,1099,4206,584
202006,1108,4200,585
202007,1107,4206,587
202008,1108,4214,591
202009,1101,4215,594
202010,1100,4217,596
202011,1112,4226,600
202012,1122,4232,600
202101,1122,4232,602
202102,1131,4220,610
202103,1133,4226,611
202104,1117,4219,608
202105,1117,4229,610
202106,1121,4239,606
202107,1115,4230,611
202108,1110,4213,618
202109,1129,4218,621
202110,1141,4229,626
202111,1156,4237,623
202112,1146,4235,629
202201,1141,4229,632
202202,1131,4227,630
202203,1121,4235,637
202204,1117,4246,645
202205,1102,4250,657
202206,1106,4264,659
202207,1123,4280,661
202208,1132,4282,667
