ym,0-14,15-64,65
201404,4758,29976,6572
201405,4720,30015,6564
201406,4716,30040,6560
201407,4682,30017,6557
201408,4658,30019,6553
201409,4620,29966,6557
201410,4607,29922,6566
201411,4593,29934,6577
201412,4591,29847,6580
201501,4569,29815,6604
201502,4558,29793,6624
201503,4543,29724,6661
201504,4550,29656,6680
201505,4534,29629,6673
201506,4511,29667,6673
201507,4497,29649,6681
201508,4484,29659,6692
201509,4473,29632,6708
201510,4463,29602,6711
201511,4434,29568,6736
201512,4418,29539,6769
201601,4402,29522,6774
201602,4400,29498,6792
201603,4377,29435,6812
201604,4366,29409,6828
201605,4362,29382,6832
201606,4368,29381,6832
201607,4370,29365,6849
201608,4379,29342,6854
201609,4357,29269,6890
201610,4358,29268,6904
201611,4351,29224,6945
201612,4328,29184,6981
201701,4311,29165,6999
201702,4316,29112,7017
201703,4328,29036,7052
201704,4307,28980,7085
201705,4294,28922,7103
201706,4289,28897,7097
201707,4285,28830,7111
201708,4263,28794,7112
201709,4238,28789,7116
201710,4215,28754,7142
201711,4202,28745,7174
201712,4178,28684,7194
201801,4155,28621,7226
201802,4159,28595,7235
201803,4175,28542,7280
201804,4162,28510,7309
201805,4144,28497,7326
201806,4132,28474,7338
201807,4137,28429,7355
201808,4117,28373,7361
201809,4100,28336,7372
201810,4095,28319,7371
201811,4071,28239,7391
201812,4076,28208,7398
201901,4047,28141,7407
201902,4018,28077,7435
201903,4019,28006,7457
201904,4027,27958,7473
201905,4012,27909,7470
201906,3997,27873,7483
201907,4001,27846,7489
201908,3990,27819,7517
201909,3981,27764,7528
201910,3955,27727,7534
201911,3941,27675,7557
201912,3933,27626,7596
202001,3915,27590,7627
202002,3901,27555,7643
202003,3894,27504,7682
202004,3898,27479,7691
202005,3884,27450,7719
202006,3867,27438,7733
202007,3880,27405,7741
202008,3872,27391,7753
202009,3840,27355,7776
202010,3813,27300,7813
202011,3802,27249,7846
202012,3800,27199,7865
202101,3784,27124,7908
202102,3771,27082,7927
202103,3773,27045,7945
202104,3758,26980,7958
202105,3754,26947,7979
202106,3739,26901,7989
202107,3728,26852,8012
202108,3709,26791,8033
202109,3676,26733,8043
202110,3658,26695,8045
202111,3624,26661,8045
202112,3614,26594,8064
202201,3606,26528,8092
202202,3593,26473,8110
202203,3570,26360,8129
202204,3570,26305,8138
202205,3584,26320,8149
202206,3586,26342,8132
202207,3587,26323,8143
202208,3606,26294,8148
