ym,0-14,15-64,65
201404,4257,29480,5458
201405,4252,29520,5455
201406,4253,29576,5455
201407,4229,29636,5457
201408,4205,29676,5475
201409,4155,29698,5479
201410,4156,29708,5492
201411,4134,29738,5501
201412,4087,29777,5514
201501,4057,29758,5530
201502,4014,29770,5534
201503,3994,29798,5557
201504,3985,29811,5570
201505,3965,29820,5567
201506,3978,29849,5575
201507,3957,29892,5578
201508,3947,29930,5589
201509,3936,29950,5607
201510,3916,29966,5607
201511,3905,29967,5638
201512,3914,29981,5664
201601,3901,29988,5693
201602,3901,29994,5710
201603,3892,29984,5723
201604,3891,29985,5730
201605,3894,30010,5752
201606,3851,30000,5773
201607,3814,30047,5791
201608,3775,30057,5809
201609,3773,30082,5817
201610,3761,30047,5829
201611,3761,30024,5854
201612,3755,30022,5880
201701,3731,30019,5898
201702,3726,30022,5926
201703,3702,29998,5943
201704,3688,29972,5975
201705,3700,29985,5983
201706,3690,30003,5981
201707,3679,30008,5981
201708,3664,29995,5994
201709,3638,29994,6013
201710,3636,29978,6037
201711,3644,29942,6068
201712,3648,29943,6082
201801,3622,29893,6104
201802,3618,29880,6103
201803,3604,29849,6135
201804,3582,29857,6136
201805,3559,29870,6148
201806,3551,29884,6156
201807,3542,29850,6182
201808,3521,29868,6194
201809,3518,29841,6214
201810,3524,29829,6224
201811,3512,29791,6272
201812,3496,29734,6313
201901,3499,29693,6322
201902,3496,29682,6353
201903,3508,29652,6393
201904,3507,29649,6405
201905,3546,29688,6413
201906,3561,29708,6428
201907,3582,29721,6438
201908,3604,29715,6465
201909,3618,29734,6473
201910,3631,29734,6499
201911,3653,29745,6531
201912,3668,29725,6566
202001,3707,29738,6589
202002,3721,29708,6616
202003,3732,29639,6647
202004,3746,29633,6678
202005,3798,29648,6692
202006,3804,29624,6705
202007,3805,29623,6719
202008,3808,29639,6731
202009,3817,29648,6743
202010,3840,29617,6765
202011,3863,29622,6790
202012,3881,29586,6830
202101,3893,29566,6852
202102,3893,29555,6862
202103,3890,29494,6885
202104,3883,29468,6913
202105,3887,29436,6962
202106,3907,29451,6973
202107,3908,29432,7003
202108,3933,29447,7031
202109,3976,29453,7069
202110,3978,29457,7081
202111,3977,29424,7115
202112,3978,29428,7133
202201,3987,29377,7153
202202,3960,29385,7167
202203,3921,29325,7184
202204,3897,29287,7196
202205,3902,29291,7211
202206,3902,29290,7211
202207,3923,29336,7224
202208,3932,29383,7237
