ym,0-14,15-64,65
201404,7013,39503,7141
201405,7053,39518,7134
201406,7032,39549,7134
201407,7006,39550,7119
201408,6982,39584,7132
201409,6879,39541,7142
201410,6866,39536,7145
201411,6862,39494,7156
201412,6847,39477,7158
201501,6832,39461,7180
201502,6799,39484,7203
201503,6767,39523,7232
201504,6756,39494,7263
201505,6722,39532,7272
201506,6712,39542,7258
201507,6708,39583,7249
201508,6642,39615,7273
201509,6618,39645,7295
201510,6618,39635,7326
201511,6598,39654,7358
201512,6590,39665,7379
201601,6538,39628,7414
201602,6515,39600,7433
201603,6534,39560,7478
201604,6442,39498,7490
201605,6420,39476,7512
201606,6415,39459,7534
201607,6390,39448,7554
201608,6347,39415,7571
201609,6332,39401,7586
201610,6303,39397,7605
201611,6281,39410,7651
201612,6277,39368,7682
201701,6264,39332,7703
201702,6291,39315,7750
201703,6279,39275,7794
201704,6275,39262,7805
201705,6249,39258,7821
201706,6252,39281,7820
201707,6259,39297,7841
201708,6209,39282,7861
201709,6195,39302,7890
201710,6177,39253,7918
201711,6185,39241,7936
201712,6132,39176,7981
201801,6063,39085,8027
201802,6067,39052,8052
201803,6011,38967,8109
201804,5990,38871,8129
201805,5975,38853,8128
201806,5971,38835,8137
201807,5959,38843,8155
201808,5911,38798,8170
201809,5884,38777,8198
201810,5877,38729,8237
201811,5862,38693,8274
201812,5876,38684,8320
201901,5883,38653,8340
201902,5879,38612,8395
201903,5880,38575,8432
201904,5887,38552,8459
201905,5894,38533,8474
201906,5920,38574,8485
201907,5950,38594,8498
201908,5948,38566,8532
201909,5913,38566,8557
201910,5916,38564,8581
201911,5912,38548,8612
201912,5927,38499,8677
202001,5917,38459,8735
202002,5930,38445,8793
202003,5938,38425,8825
202004,5961,38372,8856
202005,5974,38347,8897
202006,5964,38366,8899
202007,5966,38373,8919
202008,5949,38336,8942
202009,5924,38226,8973
202010,5908,38208,9002
202011,5890,38137,9028
202012,5891,38068,9065
202101,5890,38029,9117
202102,5881,37986,9139
202103,5838,37941,9170
202104,5860,37928,9193
202105,5852,37902,9205
202106,5854,37868,9232
202107,5842,37918,9239
202108,5835,37924,9283
202109,5833,37851,9321
202110,5797,37805,9343
202111,5791,37732,9382
202112,5815,37689,9424
202201,5826,37646,9457
202202,5840,37575,9520
202203,5808,37511,9533
202204,5813,37429,9547
202205,5804,37385,9557
202206,5807,37348,9572
202207,5820,37338,9594
202208,5797,37323,9621
