ym,0-14,15-64,65
201404,1198,8072,2198
201405,1193,8072,2202
201406,1189,8092,2205
201407,1186,8088,2204
201408,1183,8070,2203
201409,1181,8047,2209
201410,1178,8033,2220
201411,1177,8039,2224
201412,1174,7996,2220
201501,1177,7982,2228
201502,1171,7966,2239
201503,1169,7949,2238
201504,1157,7920,2238
201505,1157,7911,2242
201506,1148,7903,2250
201507,1143,7877,2247
201508,1140,7872,2250
201509,1121,7863,2247
201510,1113,7861,2255
201511,1113,7855,2254
201512,1114,7856,2259
201601,1107,7849,2267
201602,1105,7843,2264
201603,1098,7830,2262
201604,1087,7804,2262
201605,1076,7794,2258
201606,1062,7790,2251
201607,1057,7787,2254
201608,1049,7773,2265
201609,1047,7760,2272
201610,1043,7739,2271
201611,1051,7719,2272
201612,1045,7717,2273
201701,1045,7703,2274
201702,1038,7689,2280
201703,1021,7669,2276
201704,1014,7670,2275
201705,998,7665,2284
201706,988,7647,2288
201707,980,7646,2295
201708,985,7648,2294
201709,978,7645,2292
201710,974,7636,2297
201711,973,7643,2289
201712,966,7651,2287
201801,963,7650,2283
201802,967,7635,2288
201803,960,7645,2296
201804,958,7660,2293
201805,947,7674,2292
201806,948,7663,2299
201807,931,7659,2287
201808,929,7643,2292
201809,932,7639,2292
201810,934,7634,2303
201811,927,7614,2301
201812,912,7592,2300
201901,911,7563,2302
201902,895,7546,2305
201903,887,7522,2304
201904,893,7524,2299
201905,886,7511,2301
201906,892,7494,2301
201907,889,7476,2302
201908,888,7452,2312
201909,890,7438,2312
201910,885,7433,2308
201911,883,7429,2308
201912,887,7419,2309
202001,879,7414,2312
202002,861,7401,2325
202003,855,7392,2332
202004,851,7378,2334
202005,849,7373,2336
202006,852,7362,2340
202007,848,7347,2343
202008,842,7344,2346
202009,845,7324,2356
202010,848,7307,2358
202011,850,7285,2359
202012,841,7263,2357
202101,838,7260,2357
202102,826,7239,2357
202103,819,7224,2362
202104,815,7205,2361
202105,815,7181,2367
202106,821,7175,2364
202107,823,7161,2366
202108,819,7135,2365
202109,817,7100,2362
202110,815,7100,2355
202111,806,7089,2359
202112,800,7066,2361
202201,793,7054,2353
202202,782,7040,2356
202203,770,7013,2352
202204,768,7008,2353
202205,765,7007,2350
202206,765,7000,2351
202207,777,6993,2357
202208,772,6974,2360
