ym,0-14,15-64,65
201404,10907,61111,11418
201405,10909,61077,11428
201406,10927,61072,11442
201407,10879,61044,11445
201408,10856,61010,11497
201409,10749,60948,11535
201410,10689,60924,11563
201411,10628,60893,11613
201412,10573,60818,11630
201501,10466,60784,11669
201502,10392,60792,11695
201503,10350,60724,11734
201504,10313,60642,11776
201505,10281,60626,11788
201506,10258,60653,11776
201507,10167,60619,11774
201508,10114,60541,11793
201509,10042,60489,11825
201510,9953,60511,11837
201511,9911,60468,11875
201512,9878,60421,11913
201601,9828,60342,11957
201602,9812,60269,12014
201603,9796,60231,12022
201604,9784,60194,12058
201605,9774,60143,12095
201606,9747,60090,12102
201607,9732,60021,12139
201608,9682,59977,12173
201609,9592,59921,12196
201610,9551,59851,12258
201611,9507,59796,12312
201612,9475,59740,12359
201701,9452,59697,12427
201702,9418,59614,12480
201703,9401,59496,12559
201704,9383,59427,12617
201705,9391,59372,12658
201706,9430,59325,12680
201707,9376,59275,12718
201708,9333,59242,12751
201709,9246,59173,12808
201710,9183,59145,12825
201711,9149,59057,12872
201712,9113,59001,12919
201801,9072,58906,12964
201802,9034,58815,13010
201803,9036,58730,13063
201804,9048,58640,13098
201805,9079,58524,13134
201806,9071,58464,13153
201807,9066,58446,13170
201808,8998,58355,13202
201809,8909,58318,13239
201810,8858,58256,13294
201811,8847,58171,13340
201812,8811,58118,13411
201901,8786,58005,13485
201902,8800,57917,13557
201903,8803,57854,13609
201904,8827,57782,13635
201905,8850,57722,13678
201906,8849,57631,13738
201907,8832,57562,13765
201908,8828,57527,13809
201909,8775,57418,13854
201910,8702,57348,13892
201911,8667,57288,13921
201912,8648,57202,13939
202001,8623,57149,13965
202002,8625,57055,14000
202003,8604,56977,14043
202004,8636,56881,14114
202005,8633,56804,14170
202006,8622,56741,14193
202007,8642,56679,14211
202008,8646,56570,14267
202009,8608,56455,14304
202010,8559,56400,14365
202011,8548,56309,14423
202012,8526,56208,14457
202101,8497,56116,14512
202102,8488,56012,14532
202103,8508,55907,14576
202104,8542,55799,14645
202105,8525,55669,14714
202106,8501,55568,14733
202107,8478,55486,14768
202108,8444,55330,14830
202109,8402,55213,14884
202110,8318,55132,14912
202111,8284,55011,14934
202112,8265,54903,14939
202201,8241,54788,14988
202202,8242,54625,15053
202203,8198,54396,15087
202204,8213,54254,15095
202205,8225,54218,15144
202206,8217,54135,15143
202207,8219,54059,15170
202208,8218,53964,15211
