ym,0-14,15-64,65
201404,2008,13511,3380
201405,2003,13485,3366
201406,1996,13480,3364
201407,1982,13468,3361
201408,1985,13441,3364
201409,1981,13426,3367
201410,1969,13422,3365
201411,1951,13412,3379
201412,1950,13386,3381
201501,1939,13349,3388
201502,1924,13322,3399
201503,1906,13279,3419
201504,1888,13231,3428
201505,1885,13207,3428
201506,1885,13175,3433
201507,1893,13152,3431
201508,1881,13132,3436
201509,1869,13112,3434
201510,1846,13101,3436
201511,1821,13090,3446
201512,1806,13073,3460
201601,1793,13066,3469
201602,1780,13030,3483
201603,1762,12995,3485
201604,1734,12975,3500
201605,1730,12941,3495
201606,1717,12930,3492
201607,1705,12915,3501
201608,1701,12895,3506
201609,1700,12874,3507
201610,1696,12866,3515
201611,1694,12842,3517
201612,1686,12801,3528
201701,1679,12779,3541
201702,1677,12762,3550
201703,1682,12745,3559
201704,1676,12731,3561
201705,1672,12716,3563
201706,1668,12705,3560
201707,1652,12684,3567
201708,1651,12661,3578
201709,1642,12649,3586
201710,1637,12622,3588
201711,1628,12606,3589
201712,1624,12590,3589
201801,1615,12555,3597
201802,1617,12532,3606
201803,1613,12497,3623
201804,1605,12484,3625
201805,1583,12472,3625
201806,1581,12464,3618
201807,1583,12443,3622
201808,1574,12430,3625
201809,1570,12427,3626
201810,1558,12396,3628
201811,1550,12362,3634
201812,1536,12316,3644
201901,1528,12276,3653
201902,1528,12231,3674
201903,1538,12210,3678
201904,1533,12171,3682
201905,1537,12120,3698
201906,1538,12116,3707
201907,1536,12081,3701
201908,1529,12068,3716
201909,1533,12037,3722
201910,1516,12018,3737
201911,1506,12006,3747
201912,1497,11992,3758
202001,1493,11975,3773
202002,1491,11962,3789
202003,1482,11943,3806
202004,1480,11914,3816
202005,1487,11893,3826
202006,1476,11866,3835
202007,1467,11840,3847
202008,1457,11808,3856
202009,1438,11779,3865
202010,1437,11753,3873
202011,1431,11727,3866
202012,1423,11694,3863
202101,1420,11653,3870
202102,1416,11635,3880
202103,1417,11598,3886
202104,1409,11576,3893
202105,1415,11547,3897
202106,1413,11513,3910
202107,1406,11476,3928
202108,1400,11425,3945
202109,1389,11380,3952
202110,1386,11347,3959
202111,1391,11331,3969
202112,1388,11293,3984
202201,1379,11260,3988
202202,1370,11231,4004
202203,1360,11195,4017
202204,1356,11171,4032
202205,1361,11139,4048
202206,1361,11111,4048
202207,1356,11078,4053
202208,1350,11048,4068
