ym,0-14,15-64,65
201404,1836,11735,3060
201405,1829,11720,3066
201406,1802,11707,3060
201407,1795,11708,3058
201408,1782,11699,3055
201409,1791,11702,3062
201410,1779,11702,3055
201411,1778,11700,3064
201412,1756,11683,3062
201501,1759,11663,3074
201502,1757,11671,3074
201503,1728,11658,3082
201504,1717,11619,3103
201505,1698,11589,3110
201506,1683,11582,3105
201507,1695,11576,3106
201508,1684,11580,3101
201509,1679,11562,3104
201510,1666,11549,3105
201511,1648,11549,3105
201512,1648,11524,3117
201601,1644,11536,3119
201602,1631,11532,3124
201603,1617,11538,3129
201604,1615,11528,3137
201605,1607,11504,3153
201606,1609,11490,3160
201607,1604,11476,3164
201608,1597,11453,3170
201609,1579,11436,3164
201610,1572,11418,3178
201611,1577,11399,3192
201612,1569,11382,3203
201701,1566,11379,3210
201702,1557,11363,3218
201703,1533,11345,3221
201704,1523,11321,3235
201705,1527,11326,3240
201706,1513,11306,3238
201707,1504,11302,3238
201708,1507,11273,3245
201709,1503,11261,3239
201710,1489,11236,3251
201711,1484,11228,3255
201712,1476,11202,3268
201801,1476,11181,3272
201802,1470,11169,3273
201803,1443,11156,3269
201804,1432,11153,3275
201805,1410,11204,3271
201806,1390,11211,3267
201807,1387,11197,3273
201808,1368,11188,3272
201809,1378,11161,3283
201810,1380,11151,3292
201811,1368,11149,3290
201812,1355,11105,3293
201901,1367,11101,3299
201902,1350,11084,3320
201903,1328,11064,3323
201904,1324,11051,3332
201905,1313,11044,3330
201906,1317,11022,3341
201907,1307,11015,3347
201908,1311,10999,3342
201909,1307,10981,3346
201910,1311,10962,3346
201911,1308,10944,3358
201912,1312,10930,3369
202001,1324,10918,3382
202002,1321,10885,3395
202003,1322,10845,3403
202004,1312,10832,3409
202005,1317,10822,3414
202006,1324,10805,3415
202007,1324,10779,3417
202008,1329,10753,3429
202009,1322,10747,3439
202010,1320,10722,3437
202011,1319,10703,3454
202012,1313,10696,3457
202101,1307,10681,3455
202102,1287,10661,3458
202103,1268,10634,3466
202104,1264,10601,3466
202105,1255,10589,3470
202106,1244,10573,3471
202107,1237,10542,3472
202108,1236,10500,3488
202109,1232,10465,3506
202110,1234,10452,3524
202111,1228,10426,3520
202112,1228,10410,3524
202201,1236,10385,3531
202202,1217,10347,3544
202203,1212,10317,3544
202204,1210,10269,3548
202205,1211,10239,3551
202206,1207,10223,3553
202207,1200,10207,3550
202208,1187,10187,3549
