ym,0-14,15-64,65
201404,2794,11434,1101
201405,2762,11485,1106
201406,2758,11492,1108
201407,2764,11522,1113
201408,2761,11521,1119
201409,2784,11541,1124
201410,2801,11544,1134
201411,2797,11561,1141
201412,2787,11567,1140
201501,2774,11583,1152
201502,2779,11586,1152
201503,2764,11593,1150
201504,2757,11592,1155
201505,2740,11602,1155
201506,2735,11610,1160
201507,2731,11624,1165
201508,2722,11642,1168
201509,2754,11651,1170
201510,2785,11683,1176
201511,2787,11693,1180
201512,2777,11711,1178
201601,2775,11715,1188
201602,2778,11732,1192
201603,2772,11739,1198
201604,2756,11727,1207
201605,2754,11745,1210
201606,2745,11781,1212
201607,2752,11797,1212
201608,2736,11798,1216
201609,2748,11838,1220
201610,2744,11837,1223
201611,2727,11836,1228
201612,2726,11840,1230
201701,2721,11839,1243
201702,2698,11834,1241
201703,2691,11830,1251
201704,2663,11848,1255
201705,2657,11852,1258
201706,2648,11857,1248
201707,2665,11866,1252
201708,2653,11851,1259
201709,2680,11870,1260
201710,2671,11908,1271
201711,2683,11921,1280
201712,2669,11936,1284
201801,2644,11932,1296
201802,2639,11940,1297
201803,2626,11950,1295
201804,2633,11957,1298
201805,2621,11976,1307
201806,2610,11973,1319
201807,2598,11983,1328
201808,2582,11980,1322
201809,2609,11978,1326
201810,2626,11977,1334
201811,2625,11978,1346
201812,2617,11972,1350
201901,2620,11967,1356
201902,2608,11957,1362
201903,2607,11942,1372
201904,2604,11933,1379
201905,2606,11931,1388
201906,2591,11933,1389
201907,2580,11959,1397
201908,2584,11956,1408
201909,2606,11945,1409
201910,2606,11941,1421
201911,2600,11943,1426
201912,2595,11932,1426
202001,2579,11929,1424
202002,2572,11930,1430
202003,2560,11920,1446
202004,2553,11927,1460
202005,2539,11934,1467
202006,2540,11921,1470
202007,2517,11904,1488
202008,2523,11936,1495
202009,2558,11965,1508
202010,2569,12007,1510
202011,2590,12038,1511
202012,2578,12043,1522
202101,2575,12052,1530
202102,2568,12057,1535
202103,2562,12059,1544
202104,2568,12063,1555
202105,2560,12052,1571
202106,2565,12048,1570
202107,2572,12058,1574
202108,2590,12073,1586
202109,2647,12116,1599
202110,2678,12150,1612
202111,2684,12189,1622
202112,2686,12238,1631
202201,2688,12273,1646
202202,2696,12297,1656
202203,2721,12347,1656
202204,2729,12353,1665
202205,2724,12361,1673
202206,2738,12382,1689
202207,2743,12401,1701
202208,2751,12407,1713
