ym,0-14,15-64,65
201404,1344,9531,2566
201405,1340,9530,2573
201406,1343,9539,2584
201407,1338,9552,2585
201408,1333,9540,2586
201409,1328,9530,2582
201410,1324,9512,2577
201411,1321,9510,2586
201412,1324,9483,2588
201501,1319,9466,2596
201502,1324,9446,2596
201503,1300,9397,2607
201504,1290,9376,2614
201505,1283,9359,2620
201506,1278,9372,2621
201507,1283,9369,2636
201508,1283,9352,2642
201509,1267,9348,2644
201510,1258,9342,2660
201511,1252,9313,2662
201512,1253,9308,2658
201601,1239,9284,2673
201602,1241,9269,2670
201603,1240,9256,2678
201604,1234,9240,2687
201605,1224,9220,2696
201606,1218,9219,2695
201607,1218,9211,2699
201608,1212,9195,2705
201609,1204,9166,2716
201610,1204,9154,2722
201611,1187,9135,2717
201612,1188,9116,2728
201701,1181,9100,2731
201702,1175,9087,2736
201703,1176,9066,2737
201704,1171,9050,2744
201705,1181,9042,2745
201706,1177,9037,2745
201707,1172,9021,2754
201708,1177,9007,2766
201709,1172,8997,2767
201710,1174,8979,2772
201711,1162,8962,2779
201712,1155,8949,2784
201801,1149,8918,2789
201802,1151,8924,2787
201803,1137,8923,2786
201804,1129,8952,2787
201805,1126,8957,2789
201806,1122,8950,2795
201807,1108,8950,2806
201808,1111,8949,2808
201809,1103,8937,2804
201810,1114,8937,2796
201811,1117,8927,2796
201812,1102,8904,2783
201901,1102,8867,2782
201902,1103,8839,2807
201903,1095,8808,2816
201904,1079,8780,2830
201905,1070,8754,2829
201906,1073,8726,2833
201907,1059,8711,2842
201908,1043,8679,2858
201909,1057,8659,2866
201910,1057,8634,2882
201911,1057,8618,2894
201912,1048,8589,2899
202001,1058,8564,2906
202002,1064,8546,2907
202003,1063,8530,2919
202004,1078,8520,2921
202005,1078,8500,2915
202006,1071,8488,2922
202007,1066,8481,2921
202008,1062,8467,2928
202009,1067,8448,2930
202010,1057,8427,2937
202011,1055,8406,2933
202012,1050,8387,2932
202101,1042,8350,2947
202102,1043,8331,2955
202103,1037,8316,2972
202104,1032,8304,2982
202105,1020,8304,2993
202106,1016,8280,2996
202107,1012,8259,3009
202108,1001,8218,3022
202109,1007,8188,3027
202110,1005,8172,3033
202111,1010,8159,3036
202112,1003,8137,3045
202201,995,8096,3059
202202,985,8066,3075
202203,977,8063,3081
202204,969,8030,3089
202205,967,8026,3089
202206,962,8018,3094
202207,954,8012,3101
202208,958,7994,3105
